"","X.1","X.x","SiteSubsitePlot","duration","richness","richness_change","Jaccard","BrayCurtis","richness_change_abs","SiteSubsite","MOISTURE","LAT.x","LONG.x","SurveyedArea","Region","PlotShrubMean","PlotGraminoidMean","PlotForbMean","MeanRichness","LogPlotSize","ShrubDivided","ForbDivided","GramDivided","X.y","LAT.y","LONG.y","mat","warmq","coldq","prec","ID","WarmQSlope","PrecSlope","X","ForbSlope","GraminoidSlope","ShrubSlope"
"1068",1068,1068,"BARROW:BG:BGCF08",9,15,-3,0.333333333333333,0.401883239171375,3,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",18.7431176762921,73.2428659238334,8.01401639987445,11,-0.287682072451781,0.187431176762921,0.0801401639987445,0.732428659238334,1942,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,373,0.36378557229546,-1.04184540001395,0.678059827718491
"1069",1069,1069,"BARROW:BG:BGCG08",9,7,3,0,0.278014184397163,3,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,86.4437689969605,13.5562310030395,6,-0.287682072451781,0,0.135562310030395,0.864437689969605,1943,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,379,-2.29179331306991,2.29179331306991,NA
"1070",1070,1070,"BARROW:BG:BGCC07",9,4,-1,0.666666666666667,0.157894736842105,1,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,92.890704154002,7.10929584599797,4,-0.287682072451781,0,0.0710929584599797,0.92890704154002,1946,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,353,-0.47272880783519,0.472728807835193,NA
"1071",1071,1071,"BARROW:BG:BGCE07",9,7,3,0,0.27906162464986,3,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",56.0180132122125,38.6117205105588,5.37026627722864,6,-0.287682072451781,0.560180132122125,0.0537026627722864,0.386117205105588,1948,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,364,0.791702799072896,0.87176287978525,-1.66346567885815
"1072",1072,1072,"BARROW:BG:BGCF07",7,11,1,0.4,0.447154471544715,1,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,88.639101490213,11.360898509787,11,-0.287682072451781,0,0.11360898509787,0.88639101490213,1949,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,372,-2.03013703857186,2.03013703857187,NA
"1073",1073,1073,"BARROW:BG:BGCK07",9,7,0,0.285714285714286,0.417014178482068,0,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,60.6190953536117,39.3809046463883,8,-0.287682072451781,0,0.393809046463883,0.606190953536117,1950,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,390,0.722877636604084,-0.722877636604084,NA
"1074",1074,1074,"BARROW:BG:BGCB06",9,9,-5,0,0.396731805929919,5,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,83.3215919300825,16.6784080699175,8,-0.287682072451781,0,0.166784080699175,0.833215919300825,1951,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,348,-2.95055629455929,2.95055629455929,NA
"1075",1075,1075,"BARROW:BG:BGCE06",9,12,0,0.5,0.256666666666667,0,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",38.3167111434244,56.2192653846953,5.4640234718803,8,-0.287682072451781,0.383167111434244,0.054640234718803,0.562192653846953,1953,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,363,-0.317775363520287,0.282483725213031,0.0352916383072554
"1076",1076,1076,"BARROW:BG:BGCF06",8,10,-3,0.285714285714286,0.310652920962199,3,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,97.7335682809224,2.26643171907763,7,-0.287682072451781,0,0.0226643171907763,0.977335682809224,1954,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,371,-0.60236218221043,0.602362182210436,NA
"1077",1077,1077,"BARROW:BG:BGCB05",9,10,0,0.4,0.304263565891473,0,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,76.3555609297061,23.6444390702939,10,-0.287682072451781,0,0.236444390702939,0.763555609297061,1957,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,347,-1.20474745879452,1.20474745879452,NA
"1078",1078,1078,"BARROW:BG:BGCE05",9,11,-1,0.2,0.4736680955297,1,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",5.88548707046306,47.6909458313961,46.4235670981409,9,-0.287682072451781,0.0588548707046306,0.464235670981409,0.476909458313961,1958,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,362,-0.828807360808425,0.371899341372193,0.456908019436231
"1079",1079,1079,"BARROW:BG:BGCF05",9,13,0,0.461538461538462,0.505760368663595,0,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0.203150219847498,36.2351055571543,63.5617442229982,10,-0.287682072451781,0.00203150219847498,0.635617442229982,0.362351055571543,1959,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,370,2.87748415346784,-2.89582422855173,0.01834007508389
"1080",1080,1080,"BARROW:BG:BGCG05",8,3,1,0,0.0902255639097745,1,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,100,0,3,-0.287682072451781,0,0,1,1960,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,378,NA,2.29799996920662e-16,NA
"1081",1081,1081,"BARROW:BG:BGCH05",9,10,-1,0.666666666666667,0.641857506361323,1,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",51.8972314118034,46.1933512933563,1.90941729484029,8,-0.287682072451781,0.518972314118034,0.0190941729484029,0.461933512933563,1961,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,383,-0.317871286651629,5.60833884578256,-5.29046755913093
"1082",1082,1082,"BARROW:BG:BGCI05",9,3,0,0,0.111694152923538,0,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,100,0,3,-0.287682072451781,0,0,1,1962,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,386,NA,-4.6883661687067e-15,NA
"1083",1083,1083,"BARROW:BG:BGCK05",9,12,-1,0.363636363636364,0.17760989010989,1,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,79.8686660561661,20.1313339438339,9,-0.287682072451781,0,0.201313339438339,0.798686660561661,1963,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,389,-0.963074888074888,0.963074888074888,NA
"1084",1084,1084,"BARROW:BG:BGCC04",9,4,-2,0,0.174748923959828,2,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,99.390243902439,0.609756097560976,4,-0.287682072451781,0,0.00609756097560976,0.99390243902439,1965,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,352,-0.24390243902439,0.243902439024389,NA
"1085",1085,1085,"BARROW:BG:BGCD04",9,9,-2,0.285714285714286,0.226842105263158,2,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",50.9925969647267,34.2394744590503,14.767928576223,7,-0.287682072451781,0.509925969647267,0.14767928576223,0.342394744590503,1966,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,357,0.434265510803188,0.316208817807198,-0.750474328610388
"1086",1086,1086,"BARROW:BG:BGCE04",9,12,-2,0.4,0.42252984505969,2,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",31.4852057447277,64.9010934587728,3.6137007964995,10,-0.287682072451781,0.314852057447277,0.036137007964995,0.649010934587728,1967,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,361,0.310478580738269,2.61018378319715,-2.92066236393542
"1087",1087,1087,"BARROW:BG:BGCF04",7,11,-7,0.5,0.48780487804878,7,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",13.552873910346,79.470770865457,6.97635522419698,8,-0.287682072451781,0.13552873910346,0.0697635522419698,0.79470770865457,1968,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,369,-2.68763825319974,7.2994045417691,-4.61176628856936
"1088",1088,1088,"BARROW:BG:BGCG04",9,6,-2,0,0.195936139332366,2,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,98.9334739334739,1.06652606652607,5,-0.287682072451781,0,0.0106652606652607,0.989334739334739,1969,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,377,-0.443978064945844,0.443978064945852,NA
"1089",1089,1089,"BARROW:BG:BGCC03",9,17,-6,0.181818181818182,0.459842289719626,6,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",9.64328128830035,76.3223393187971,14.0343793929026,13,-0.287682072451781,0.0964328128830035,0.140343793929026,0.763223393187971,1971,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,351,-2.39690792984086,2.31576915745653,0.0811387723843354
"1090",1090,1090,"BARROW:BG:BGCD03",9,10,1,0.444444444444444,0.0727891156462584,1,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",52.6250533763097,39.4157511133894,7.95919551030087,7,-0.287682072451781,0.526250533763097,0.0795919551030087,0.394157511133894,1972,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,356,-0.209017511212112,0.521993667371136,-0.312976156159021
"1091",1091,1091,"BARROW:BG:BGCH03",9,3,1,0,0.27536231884058,1,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,100,0,3,-0.287682072451781,0,0,1,1973,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,381,NA,9.00784823076487e-15,NA
"1092",1092,1092,"BARROW:BG:BGCK03",9,8,-1,0.285714285714286,0.230555555555556,1,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,94.1081154684096,5.89188453159041,6,-0.287682072451781,0,0.0589188453159041,0.941081154684096,1974,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,388,-0.523057371096587,0.523057371096586,NA
"1093",1093,1093,"BARROW:BG:BGCB02",9,11,1,0.6,0.378443526170799,1,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,95.4410098122772,4.55899018772277,8,-0.287682072451781,0,0.0455899018772277,0.954410098122772,1975,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,346,-0.655285951238174,0.655285951238176,NA
"1094",1094,1094,"BARROW:BG:BGCD02",9,8,0,0.25,0.293808049535604,0,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",28.3419631476578,58.8920829275908,12.7659539247515,7,-0.287682072451781,0.283419631476578,0.127659539247515,0.588920829275908,1976,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,355,-0.870882199095872,2.98744163321623,-2.11655943412035
"1095",1095,1095,"BARROW:BG:BGCD05",5,13,0,0.461538461538462,0.342686002522068,0,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,85.6434456545771,14.3565543454229,12,-0.287682072451781,0,0.143565543454229,0.856434456545771,1978,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,358,-2.34875115655102,2.34875115655102,NA
"1096",1096,1096,"BARROW:BG:BGCE02",7,7,2,0.4,0.431724137931034,2,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,100,0,5,-0.287682072451781,0,0,1,1979,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,360,NA,-7.5735145802189e-15,NA
"1097",1097,1097,"BARROW:BG:BGCF02",7,10,-2,0.25,0.145049148885159,2,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,91.1331591767333,8.86684082326668,8,-0.287682072451781,0,0.0886684082326668,0.911331591767333,1980,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,367,0.655504832408618,-0.655504832408614,NA
"1098",1098,1098,"BARROW:BG:BGCF03",7,4,1,0,0.233204134366925,1,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,97.8158262977644,2.18417370223556,4,-0.287682072451781,0,0.0218417370223556,0.978158262977644,1981,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,368,-0.0920537841356732,0.0920537841356762,NA
"1099",1099,1099,"BARROW:BG:BGCH04",7,9,0,0.444444444444444,0.0996470268802607,0,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",1.01630970724364,93.2188137714732,5.76487652128316,7,-0.287682072451781,0.0101630970724364,0.0576487652128316,0.932188137714732,1982,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,382,-0.790549567345768,0.819218350618134,-0.0286687832723649
"1100",1100,1100,"BARROW:BG:BGCD06",5,10,-2,0.25,0.311914323962517,2,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,92.1776751210766,7.82232487892337,8,-0.287682072451781,0,0.0782232487892337,0.921776751210766,1983,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,359,-3.1743579936351,3.1743579936351,NA
"1101",1101,1101,"BARROW:BG:BGCH06",5,6,-2,0,0.409375,2,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,100,0,5,-0.287682072451781,0,0,1,1984,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,384,NA,0,NA
"1102",1102,1102,"BARROW:BG:BGCB11",6,7,0,0.285714285714286,0.294735102074552,0,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,90.2250874727939,9.77491252720611,5,-0.287682072451781,0,0.0977491252720611,0.902250874727939,1987,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,350,-4.28685566300259,4.28685566300258,NA
"1103",1103,1103,"BARROW:BG:BGCK09",6,11,2,0.222222222222222,0.240342234897589,2,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,73.2613912487715,26.7386087512285,8,-0.287682072451781,0,0.267386087512285,0.732613912487715,1989,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,391,-1.92183043816446,1.92183043816446,NA
"1104",1104,1104,"BYLOT:MESPRAIRIE:52_1",6,6,0,0.333333333333333,0.226833976833977,0,"BYLOT:MESPRAIRIE","MOIST",73.1399267,-79.9843858,0.49,"North America-East",53.3301158301158,37.2586872586873,9.41119691119691,5,-0.713349887877465,0.533301158301158,0.0941119691119691,0.372586872586873,1995,73.1399267,-79.9843858,-14.3,5.7,-33.7,235,104,0.0618111951811969,-1.65798319327736,604,-0.434362934362907,2.89575289575272,-2.46138996138981
"1105",1105,1105,"BYLOT:MESPRAIRIE:52_2",6,5,0,0.4,0.208771929824561,0,"BYLOT:MESPRAIRIE","MOIST",73.1399267,-79.9843858,0.49,"North America-East",52.280701754386,45.0877192982456,2.63157894736842,4,-0.713349887877465,0.52280701754386,0.0263157894736842,0.450877192982456,1996,73.1399267,-79.9843858,-14.3,5.7,-33.7,235,104,0.0618111951811969,-1.65798319327736,605,-0.877192982456086,2.74853801169574,-1.87134502923965
"1106",1106,1106,"BYLOT:MESPRAIRIE:53_1",6,6,1,0.4,0.123991935483871,1,"BYLOT:MESPRAIRIE","MOIST",73.1399267,-79.9843858,0.49,"North America-East",82.5604838709677,12.6512096774194,4.7883064516129,4,-0.713349887877465,0.825604838709677,0.047883064516129,0.126512096774194,1997,73.1399267,-79.9843858,-14.3,5.7,-33.7,235,104,0.0618111951811969,-1.65798319327736,606,-0.554435483870933,0.991263440860154,-0.436827956989219
"1107",1107,1107,"BYLOT:MESPRAIRIE:53_2",6,10,1,0.444444444444444,0.329923273657289,1,"BYLOT:MESPRAIRIE","MOIST",73.1399267,-79.9843858,0.49,"North America-East",51.8542199488491,27.6854219948849,20.460358056266,8,-0.713349887877465,0.518542199488491,0.20460358056266,0.276854219948849,1998,73.1399267,-79.9843858,-14.3,5.7,-33.7,235,104,0.0618111951811969,-1.65798319327736,607,-1.02301790281324,2.36572890025561,-1.34271099744237
"1108",1108,1108,"BYLOT:MESPRAIRIE:54_1",6,6,2,0.5,0.358552631578947,2,"BYLOT:MESPRAIRIE","MOIST",73.1399267,-79.9843858,0.49,"North America-East",72.6973684210526,24.6710526315789,2.63157894736842,4,-0.713349887877465,0.726973684210526,0.0263157894736842,0.246710526315789,1999,73.1399267,-79.9843858,-14.3,5.7,-33.7,235,104,0.0618111951811969,-1.65798319327736,608,0.877192982456086,4.0570175438594,-4.93421052631548
"1109",1109,1109,"BYLOT:MESPRAIRIE:54_2",6,8,0,0.5,0.234472049689441,0,"BYLOT:MESPRAIRIE","MOIST",73.1399267,-79.9843858,0.49,"North America-East",57.2204968944099,33.0745341614907,9.70496894409938,6,-0.713349887877465,0.572204968944099,0.0970496894409938,0.330745341614907,2000,73.1399267,-79.9843858,-14.3,5.7,-33.7,235,104,0.0618111951811969,-1.65798319327736,609,0.336438923395425,0.879917184264955,-1.21635610766038
"1110",1110,1110,"BYLOT:MESPRAIRIE:55_1",6,6,-1,0.4,0.260344827586207,1,"BYLOT:MESPRAIRIE","MOIST",73.1399267,-79.9843858,0.49,"North America-East",53.3620689655172,44.1379310344828,2.5,4,-0.713349887877465,0.533620689655172,0.025,0.441379310344828,2001,73.1399267,-79.9843858,-14.3,5.7,-33.7,235,104,0.0618111951811969,-1.65798319327736,610,-0.833333333333282,1.3793103448275,-0.54597701149422
"1111",1111,1111,"BYLOT:MESPRAIRIE:55_2",6,6,-1,0.4,0.279220779220779,1,"BYLOT:MESPRAIRIE","MOIST",73.1399267,-79.9843858,0.49,"North America-East",39.6103896103896,54.5454545454545,5.84415584415584,4,-0.713349887877465,0.396103896103896,0.0584415584415584,0.545454545454545,2002,73.1399267,-79.9843858,-14.3,5.7,-33.7,235,104,0.0618111951811969,-1.65798319327736,611,-0.432900432900406,1.51515151515142,-1.08225108225101
"1112",1112,1112,"BYLOT:MESPRAIRIE:56_1",6,5,-2,0,0.247943595769683,2,"BYLOT:MESPRAIRIE","MOIST",73.1399267,-79.9843858,0.49,"North America-East",60.9870740305523,36.8390129259694,2.17391304347826,4,-0.713349887877465,0.609870740305523,0.0217391304347826,0.368390129259694,2003,73.1399267,-79.9843858,-14.3,5.7,-33.7,235,104,0.0618111951811969,-1.65798319327736,612,-0.724637681159376,2.13474343909114,-1.41010575793175
"1113",1113,1113,"BYLOT:MESPRAIRIE:56_2",6,6,1,0,0.0715517241379311,1,"BYLOT:MESPRAIRIE","MOIST",73.1399267,-79.9843858,0.49,"North America-East",66.9827586206897,24.5689655172414,8.44827586206896,6,-0.713349887877465,0.669827586206897,0.0844827586206896,0.245689655172414,2004,73.1399267,-79.9843858,-14.3,5.7,-33.7,235,104,0.0618111951811969,-1.65798319327736,613,0.517241379310313,0.143678160919533,-0.660919540229844
"1114",1114,1114,"BYLOT:MESPRAIRIE:57_1",6,10,2,0.5,0.36013986013986,2,"BYLOT:MESPRAIRIE","MOIST",73.1399267,-79.9843858,0.49,"North America-East",38.4615384615385,47.027972027972,14.5104895104895,7,-0.713349887877465,0.384615384615385,0.145104895104895,0.47027972027972,2005,73.1399267,-79.9843858,-14.3,5.7,-33.7,235,104,0.0618111951811969,-1.65798319327736,614,0.291375291375274,3.55477855477834,-3.84615384615361
"1115",1115,1115,"BYLOT:MESPRAIRIE:57_2",6,5,-2,0,0.248062015503876,2,"BYLOT:MESPRAIRIE","MOIST",73.1399267,-79.9843858,0.49,"North America-East",50.5598621877692,45.7364341085271,3.7037037037037,4,-0.713349887877465,0.505598621877692,0.037037037037037,0.457364341085271,2006,73.1399267,-79.9843858,-14.3,5.7,-33.7,235,104,0.0618111951811969,-1.65798319327736,615,-1.23456790123449,4.13436692506435,-2.89979902382985
"1116",1116,1116,"BYLOT:MESPRAIRIE:58_1",6,7,-3,0,0.227649769585254,3,"BYLOT:MESPRAIRIE","MOIST",73.1399267,-79.9843858,0.49,"North America-East",40.9677419354839,54.3778801843318,4.65437788018433,6,-0.713349887877465,0.409677419354839,0.0465437788018433,0.543778801843318,2007,73.1399267,-79.9843858,-14.3,5.7,-33.7,235,104,0.0618111951811969,-1.65798319327736,616,-0.599078341013788,0.921658986175061,-0.322580645161271
"1117",1117,1117,"BYLOT:MESPRAIRIE:58_2",6,9,0,0.444444444444444,0.391030684500393,0,"BYLOT:MESPRAIRIE","MOIST",73.1399267,-79.9843858,0.49,"North America-East",46.9315499606609,41.345397324941,11.7230527143981,7,-0.713349887877465,0.469315499606609,0.117230527143981,0.41345397324941,2008,73.1399267,-79.9843858,-14.3,5.7,-33.7,235,104,0.0618111951811969,-1.65798319327736,617,-1.46865984788871,4.1043797534747,-2.63571990558599
"1118",1118,1118,"BYLOT:MESPRAIRIE:59_1",6,7,0,0.571428571428571,0.347368421052632,0,"BYLOT:MESPRAIRIE","MOIST",73.1399267,-79.9843858,0.49,"North America-East",68.0451127819549,25.2631578947368,6.69172932330827,5,-0.713349887877465,0.680451127819549,0.0669172932330827,0.252631578947368,2009,73.1399267,-79.9843858,-14.3,5.7,-33.7,235,104,0.0618111951811969,-1.65798319327736,618,-1.27819548872173,4.91228070175408,-3.63408521303236
"1119",1119,1119,"BYLOT:MESPRAIRIE:59_2",6,5,2,0,0.184210526315789,2,"BYLOT:MESPRAIRIE","MOIST",73.1399267,-79.9843858,0.49,"North America-East",44.6491228070175,53.6842105263158,1.66666666666667,4,-0.713349887877465,0.446491228070175,0.0166666666666667,0.536842105263158,2010,73.1399267,-79.9843858,-14.3,5.7,-33.7,235,104,0.0618111951811969,-1.65798319327736,619,0.555555555555521,2.10526315789461,-2.66081871345013
"1120",1120,1120,"BYLOT:MESPRAIRIE:60_1",6,9,4,0.4,0.281650071123755,4,"BYLOT:MESPRAIRIE","MOIST",73.1399267,-79.9843858,0.49,"North America-East",43.8122332859175,50.7823613086771,5.40540540540541,6,-0.713349887877465,0.438122332859175,0.0540540540540541,0.507823613086771,2011,73.1399267,-79.9843858,-14.3,5.7,-33.7,235,104,0.0618111951811969,-1.65798319327736,620,1.80180180180169,2.89236605026061,-4.6941678520623
"1121",1121,1121,"BYLOT:MESPRAIRIE:60_2",6,5,0,0,0.114634146341463,0,"BYLOT:MESPRAIRIE","MOIST",73.1399267,-79.9843858,0.49,"North America-East",58.0792682926829,38.2317073170732,3.6890243902439,5,-0.713349887877465,0.580792682926829,0.036890243902439,0.382317073170732,2012,73.1399267,-79.9843858,-14.3,5.7,-33.7,235,104,0.0618111951811969,-1.65798319327736,621,0.39634146341461,1.07723577235766,-1.47357723577227
"1122",1122,1122,"BYLOT:MESPRAIRIE:61_1",6,5,0,0,0.485714285714286,0,"BYLOT:MESPRAIRIE","MOIST",73.1399267,-79.9843858,0.49,"North America-East",62.8571428571429,37.1428571428571,0,5,-0.713349887877465,0.628571428571429,0,0.371428571428571,2013,73.1399267,-79.9843858,-14.3,5.7,-33.7,235,104,0.0618111951811969,-1.65798319327736,622,NA,7.61904761904715,-7.61904761904715
"1123",1123,1123,"BYLOT:MESPRAIRIE:61_2",6,5,2,0,0.539393939393939,2,"BYLOT:MESPRAIRIE","MOIST",73.1399267,-79.9843858,0.49,"North America-East",66.969696969697,33.030303030303,0,4,-0.713349887877465,0.66969696969697,0,0.33030303030303,2014,73.1399267,-79.9843858,-14.3,5.7,-33.7,235,104,0.0618111951811969,-1.65798319327736,623,NA,8.98989898989844,-8.98989898989844
"1124",1124,1124,"BYLOT:MESPRAIRIE:62_1",6,4,1,0,0.187444739168877,1,"BYLOT:MESPRAIRIE","MOIST",73.1399267,-79.9843858,0.49,"North America-East",83.7312113174182,16.2687886825818,0,4,-0.713349887877465,0.837312113174182,0,0.162687886825818,2015,73.1399267,-79.9843858,-14.3,5.7,-33.7,235,104,0.0618111951811969,-1.65798319327736,624,NA,3.12407898614776,-3.12407898614776
"1125",1125,1125,"BYLOT:MESPRAIRIE:62_2",6,5,-1,0.5,0.238095238095238,1,"BYLOT:MESPRAIRIE","MOIST",73.1399267,-79.9843858,0.49,"North America-East",89.3557422969188,10.6442577030812,0,4,-0.713349887877465,0.893557422969188,0,0.106442577030812,2016,73.1399267,-79.9843858,-14.3,5.7,-33.7,235,104,0.0618111951811969,-1.65798319327736,625,NA,0.37348272642388,-0.373482726423875
"1126",1126,1126,"BYLOT:MESPRAIRIE:63_1",6,9,0,0.666666666666667,0.464607464607465,0,"BYLOT:MESPRAIRIE","MOIST",73.1399267,-79.9843858,0.49,"North America-East",71.8790218790219,24.3886743886744,3.73230373230373,6,-0.713349887877465,0.718790218790219,0.0373230373230373,0.243886743886744,2017,73.1399267,-79.9843858,-14.3,5.7,-33.7,235,104,0.0618111951811969,-1.65798319327736,626,-0.343200343200322,1.78035178035167,-1.43715143715135
"1127",1127,1127,"BYLOT:MESPRAIRIE:63_2",6,6,2,0,0.208472686733556,2,"BYLOT:MESPRAIRIE","MOIST",73.1399267,-79.9843858,0.49,"North America-East",73.7458193979933,24.9721293199554,1.28205128205128,5,-0.713349887877465,0.737458193979933,0.0128205128205128,0.249721293199554,2018,73.1399267,-79.9843858,-14.3,5.7,-33.7,235,104,0.0618111951811969,-1.65798319327736,627,0.427350427350401,1.07766629505753,-1.50501672240793
"1128",1128,1128,"BYLOT:MESPOLYGON:64_1",6,5,1,0,0.388177339901478,1,"BYLOT:MESPOLYGON","MOIST",73.1682958,-79.9044525,0.49,"North America-East",73.6945812807882,26.3054187192118,0,4,-0.713349887877465,0.736945812807882,0,0.263054187192118,2019,73.1682958,-79.9044525,-14.1,5.9,-33.5,211,105,0.0619794744069499,-1.3837535014006,580,NA,6.4696223316909,-6.46962233169089
"1129",1129,1129,"BYLOT:MESPOLYGON:64_2",6,6,-2,0.5,0.351851851851852,2,"BYLOT:MESPOLYGON","MOIST",73.1682958,-79.9044525,0.49,"North America-East",73.4006734006734,24.3265993265993,2.27272727272727,4,-0.713349887877465,0.734006734006734,0.0227272727272727,0.243265993265993,2020,73.1682958,-79.9044525,-14.1,5.9,-33.5,211,105,0.0619794744069499,-1.3837535014006,581,-0.757575757575711,0.533108866442167,0.224466891133542
"1130",1130,1130,"BYLOT:MESPOLYGON:65_1",6,8,1,0.285714285714286,0.204324324324324,1,"BYLOT:MESPOLYGON","MOIST",73.1682958,-79.9044525,0.49,"North America-East",72.4324324324324,22.8648648648649,4.7027027027027,6,-0.713349887877465,0.724324324324324,0.047027027027027,0.228648648648649,2021,73.1682958,-79.9044525,-14.1,5.9,-33.5,211,105,0.0619794744069499,-1.3837535014006,582,0.23423423423422,2.28828828828815,-2.52252252252236
"1131",1131,1131,"BYLOT:MESPOLYGON:65_2",6,5,-3,0,0.409090909090909,3,"BYLOT:MESPOLYGON","MOIST",73.1682958,-79.9044525,0.49,"North America-East",75.9358288770053,24.0641711229947,0,4,-0.713349887877465,0.759358288770053,0,0.240641711229947,2022,73.1682958,-79.9044525,-14.1,5.9,-33.5,211,105,0.0619794744069499,-1.3837535014006,583,NA,-4.09982174688032,4.09982174688032
