"","SiteSubsitePlot","mat","warmq","coldq","prec"
"1073","KILPISJARVI:KILPISJARVI:C4",-2.5,9.7,-13.6,506
"1074","KILPISJARVI:KILPISJARVI:C5",-2.5,9.7,-13.6,506
"1075","LATNJA:DRY_HEATH:C1",-3.4,8.5,-14.1,709
"1076","LATNJA:DRY_HEATH:C2",-3.4,8.5,-14.1,709
"1077","LATNJA:DRY_HEATH:C3",-3.4,8.5,-14.1,709
"1078","LATNJA:DRY_HEATH:C4",-3.4,8.5,-14.1,709
"1079","LATNJA:DRY_HEATH:C5",-3.4,8.5,-14.1,709
"1080","LATNJA:DRY_HEATH:C6",-3.4,8.5,-14.1,709
"1081","LATNJA:DRY_HEATH:C7",-3.4,8.5,-14.1,709
"1082","LATNJA:DRY_HEATH:C8",-3.4,8.5,-14.1,709
"1083","LATNJA:DRY_HEATH:CX1",-3.4,8.5,-14.1,709
"1084","LATNJA:DRY_HEATH:CX2",-3.4,8.5,-14.1,709
"1085","LATNJA:DRY_HEATH:CX3",-3.4,8.5,-14.1,709
"1086","LATNJA:DRY_HEATH:CX4",-3.4,8.5,-14.1,709
"1087","LATNJA:DRY_MEADOW:C1",-3.4,8.5,-14.1,709
"1088","LATNJA:DRY_MEADOW:C2",-3.4,8.5,-14.1,709
"1089","LATNJA:DRY_MEADOW:C3",-3.4,8.5,-14.1,709
"1090","LATNJA:DRY_MEADOW:C4",-3.4,8.5,-14.1,709
"1091","LATNJA:DRY_MEADOW:C5",-3.4,8.5,-14.1,709
"1092","LATNJA:WET_MEADOW:C1",-3.4,8.5,-14.1,673
"1093","LATNJA:WET_MEADOW:C2",-3.4,8.5,-14.1,673
"1094","LATNJA:WET_MEADOW:C3",-3.4,8.5,-14.1,673
"1095","LATNJA:WET_MEADOW:C4",-3.4,8.5,-14.1,673
"1096","LATNJA:WET_MEADOW:C5",-3.4,8.5,-14.1,673
"1097","LATNJA:TUSSOCK_TUNDRA:C1",-3.4,8.5,-14.1,673
"1098","LATNJA:TUSSOCK_TUNDRA:C2",-3.4,8.5,-14.1,673
"1099","LATNJA:TUSSOCK_TUNDRA:C3",-3.4,8.5,-14.1,673
"1100","LATNJA:TUSSOCK_TUNDRA:C4",-3.4,8.5,-14.1,673
"1101","LATNJA:TUSSOCK_TUNDRA:C5",-3.4,8.5,-14.1,673
"1102","NAKKALA:8:37_N1p1s1",-1.3,11.3,-12.4,378
"1103","NAKKALA:8:37_N1p1s2",-1.3,11.3,-12.4,378
"1104","NAKKALA:8:37_N1p1s3",-1.3,11.3,-12.4,378
"1105","NAKKALA:8:38_N1p2s4",-1.3,11.3,-12.4,378
"1106","NAKKALA:8:38_N1p2s5",-1.3,11.3,-12.4,378
"1107","NAKKALA:8:38_N1p2s6",-1.3,11.3,-12.4,378
"1108","NAKKALA:8:39_N1p3s7",-1.3,11.3,-12.4,378
"1109","NAKKALA:8:39_N1p3s8",-1.3,11.3,-12.4,378
"1110","NAKKALA:8:39_N1p3s9",-1.3,11.3,-12.4,378
"1111","NAKKALA:9:40_N2p4s10",-1.3,11.4,-12.4,368
"1112","NAKKALA:9:40_N2p4s11",-1.3,11.4,-12.4,368
"1113","NAKKALA:9:40_N2p4s12",-1.3,11.4,-12.4,368
"1114","NAKKALA:9:41_N2p5s13",-1.3,11.4,-12.4,368
"1115","NAKKALA:9:41_N2p5s14",-1.3,11.4,-12.4,368
"1116","NAKKALA:9:41_N2p5s15",-1.3,11.4,-12.4,368
"1117","NAKKALA:9:42_N2p6s16",-1.3,11.4,-12.4,368
"1118","NAKKALA:9:42_N2p6s17",-1.3,11.4,-12.4,368
"1119","NAKKALA:9:42_N2p6s18",-1.3,11.4,-12.4,368
"1120","NAKKALA:10:43_N3p7s19",-1.4,11.2,-12.5,396
"1121","NAKKALA:10:43_N3p7s20",-1.4,11.2,-12.5,396
"1122","NAKKALA:10:43_N3p7s21",-1.4,11.2,-12.5,396
"1123","NAKKALA:10:44_N3p8s22",-1.4,11.2,-12.5,396
"1124","NAKKALA:10:44_N3p8s23",-1.4,11.2,-12.5,396
"1125","NAKKALA:10:44_N3p8s24",-1.4,11.2,-12.5,396
"1126","NAKKALA:10:45_N3p9s25",-1.4,11.2,-12.5,396
"1127","NAKKALA:10:45_N3p9s26",-1.4,11.2,-12.5,396
"1128","NAKKALA:10:45_N3p9s27",-1.4,11.2,-12.5,396
"1129","NAKKALA:8:37_p37s145b",-1.3,11.3,-12.4,378
"1130","NAKKALA:8:37_p37s146b",-1.3,11.3,-12.4,378
"1131","NAKKALA:8:37_p37s147b",-1.3,11.3,-12.4,378
"1132","NAKKALA:8:37_p37s148b",-1.3,11.3,-12.4,378
"1133","NAKKALA:8:38_p38s150b",-1.3,11.3,-12.4,378
"1134","NAKKALA:8:39_p39s153b",-1.3,11.3,-12.4,378
"1135","NAKKALA:8:39_p39s154b",-1.3,11.3,-12.4,378
"1136","NAKKALA:8:39_p39s155b",-1.3,11.3,-12.4,378
"1137","NAKKALA:8:39_p39s156b",-1.3,11.3,-12.4,378
"1138","NAKKALA:9:40_p40s157b",-1.3,11.4,-12.4,368
"1139","NAKKALA:9:40_p40s158b",-1.3,11.4,-12.4,368
"1140","NAKKALA:9:40_p40s159b",-1.3,11.4,-12.4,368
"1141","NAKKALA:9:40_p40s160b",-1.3,11.4,-12.4,368
"1142","NAKKALA:9:41_p41s161b",-1.3,11.4,-12.4,368
"1143","NAKKALA:9:41_p41s162b",-1.3,11.4,-12.4,368
"1144","NAKKALA:9:41_p41s163b",-1.3,11.4,-12.4,368
"1145","NAKKALA:9:41_p41s164b",-1.3,11.4,-12.4,368
"1146","NAKKALA:9:42_p42s165b",-1.3,11.4,-12.4,368
"1147","NAKKALA:9:42_p42s166b",-1.3,11.4,-12.4,368
"1148","NAKKALA:9:42_p42s167b",-1.3,11.4,-12.4,368
"1149","NAKKALA:9:42_p42s168b",-1.3,11.4,-12.4,368
"1150","NAKKALA:10:43_p43s169b",-1.4,11.2,-12.5,396
"1151","NAKKALA:10:43_p43s170b",-1.4,11.2,-12.5,396
"1152","NAKKALA:10:43_p43s171b",-1.4,11.2,-12.5,396
"1153","NAKKALA:10:43_p43s172b",-1.4,11.2,-12.5,396
"1154","NAKKALA:10:44_p44s173b",-1.4,11.2,-12.5,396
"1155","NAKKALA:10:44_p44s174b",-1.4,11.2,-12.5,396
"1156","NAKKALA:10:44_p44s175b",-1.4,11.2,-12.5,396
"1157","NAKKALA:10:44_p44s176b",-1.4,11.2,-12.5,396
"1158","NAKKALA:10:45_p45s177b",-1.4,11.2,-12.5,396
"1159","NAKKALA:10:45_p45s178b",-1.4,11.2,-12.5,396
"1160","NAKKALA:10:45_p45s180b",-1.4,11.2,-12.5,396
"1161","ABISKO:ABISKOWET_FLUX:1_CTL",-3.1,8.9,-13.9,635
"1162","ABISKO:ABISKOWET_FLUX:2_CTL",-3.1,8.9,-13.9,635
"1163","ABISKO:ABISKOWET_FLUX:3_CTL",-3.1,8.9,-13.9,635
"1164","ABISKO:ABISKOWET_FLUX:4_CTL",-3.1,8.9,-13.9,635
"1165","ABISKO:ABISKOWET_FLUX:5_CTL",-3.1,8.9,-13.9,635
"1166","ABISKO:ABISKOWET_FLUX:6_CTL",-3.1,8.9,-13.9,635
"1167","DISKO:DRYHEATH_FLUX:1_CTL",-4.6,6.5,-15.9,384
"1168","DISKO:DRYHEATH_FLUX:2_CTL",-4.6,6.5,-15.9,384
"1169","DISKO:DRYHEATH_FLUX:4_CTL",-4.6,6.5,-15.9,384
"1170","DISKO:DRYHEATH_FLUX:5_CTL",-4.6,6.5,-15.9,384
"1171","DISKO:DRYHEATH_FLUX:6_CTL",-4.6,6.5,-15.9,384
"1172","DISKO:DRYHEATH_FLUX:3_CTL",-4.6,6.5,-15.9,384
"1173","DISKO:WETFEN_FLUX:7_CTL",-4.2,7.4,-15.7,377
"1174","DISKO:WETFEN_FLUX:8_CTL",-4.2,7.4,-15.7,377
"1175","DISKO:WETFEN_FLUX:9_CTL",-4.2,7.4,-15.7,377
"1176","DISKO:WETFEN_FLUX:10_CTL",-4.2,7.4,-15.7,377
"1177","DISKO:WETFEN_FLUX:11_CTL",-4.2,7.4,-15.7,377
"1178","DISKO:WETFEN_FLUX:12_CTL",-4.2,7.4,-15.7,377
"1179","ZACKENBERG:SALIX_SITE_FLUX:4_CTL",-10.1,3.9,-21,178
"1180","ZACKENBERG:SALIX_SITE_FLUX:5_CTL",-10.1,3.9,-21,178
"1181","ZACKENBERG:CASSIOPE_SITE_FLUX:1_CTL",-10.2,3.9,-21,177
"1182","ZACKENBERG:CASSIOPE_SITE_FLUX:2_CTL",-10.2,3.9,-21,177
"1183","ZACKENBERG:CASSIOPE_SITE_FLUX:3_CTL",-10.2,3.9,-21,177
"1184","ZACKENBERG:CASSIOPE_SITE_FLUX:4_CTL",-10.2,3.9,-21,177
"1185","ZACKENBERG:CASSIOPE_SITE_FLUX:5_CTL",-10.2,3.9,-21,177
"1186","ZACKENBERG:SALIX_SITE_FLUX:1_CTL",-10.1,3.9,-21,178
"1187","ZACKENBERG:SALIX_SITE_FLUX:2_CTL",-10.1,3.9,-21,178
"1188","ZACKENBERG:SALIX_SITE_FLUX:3_CTL",-10.1,3.9,-21,178
"1189","ABISKO:PEATLAND:AA1",0,12.3,-11,406
"1190","ABISKO:PEATLAND:AA2",0,12.3,-11,406
"1191","ABISKO:PEATLAND:AA3",0,12.3,-11,406
"1192","ABISKO:PEATLAND:AA4",0,12.3,-11,406
"1193","ABISKO:PEATLAND:AA5",0,12.3,-11,406
"1194","ABISKO:ABISKODRY_PADDUS:CTL_1",-2.2,9.9,-13,499
"1195","ABISKO:ABISKODRY_PADDUS:CTL_2",-2.2,9.9,-13,499
"1196","ABISKO:ABISKODRY_PADDUS:CTL_3",-2.2,9.9,-13,499
"1197","ABISKO:ABISKODRY_PADDUS:CTL_4",-2.2,9.9,-13,499
"1198","ABISKO:ABISKODRY_PADDUS:CTL_5",-2.2,9.9,-13,499
"1199","ABISKO:ABISKODRY_PADDUS:CTL_6",-2.2,9.9,-13,499
"1200","SADVENT:MES_POINTFRAME:DFHA",-6,4.6,-14.4,268
"1201","SADVENT:MES_POINTFRAME:DCUA",-6,4.6,-14.4,268
"1202","SADVENT:MES_POINTFRAME:DCLA",-6,4.6,-14.4,268
"1203","SADVENT:MES_POINTFRAME:DDLA",-6,4.6,-14.4,268
"1204","SADVENT:MES_POINTFRAME:DDUA",-6,4.6,-14.4,268
"1205","SADVENT:MES_POINTFRAME:DGLA",-6,4.6,-14.4,268
"1206","SADVENT:MES_POINTFRAME:DGHA",-6,4.6,-14.4,268
"1207","SADVENT:MES_POINTFRAME:DEUA",-6,4.6,-14.4,268
"1208","SADVENT:MES_POINTFRAME:DCHA",-6,4.6,-14.4,268
"1209","SADVENT:MES_POINTFRAME:DELA",-6,4.6,-14.4,268
"1210","SADVENT:MES_POINTFRAME:DFLA",-6,4.6,-14.4,268
"1211","SADVENT:MES_POINTFRAME:DFUA",-6,4.6,-14.4,268
"1212","SADVENT:MES_POINTFRAME:DDHA",-6,4.6,-14.4,268
"1213","JAMESONLAND:COLORADO:CTL_1_1",-11,2,-21.1,248
"1214","JAMESONLAND:COLORADO:CTL_1_2",-11,2,-21.1,248
"1215","JAMESONLAND:COLORADO:CTL_1_3",-11,2,-21.1,248
"1216","JAMESONLAND:COLORADO:CTL_1_4",-11,2,-21.1,248
"1217","JAMESONLAND:COLORADO:CTL_1_5",-11,2,-21.1,248
"1218","JAMESONLAND:COLORADO:CTL_1_6",-11,2,-21.1,248
"1219","JAMESONLAND:COLORADO:CTL_1_7",-11,2,-21.1,248
"1220","JAMESONLAND:COLORADO:CTL_1_8",-11,2,-21.1,248
"1221","JAMESONLAND:COLORADO:CTL_1_9",-11,2,-21.1,248
"1222","JAMESONLAND:COLORADO:CTL_1_10",-11,2,-21.1,248
"1223","JAMESONLAND:COLORADO:CTL_2_3",-11,2,-21.1,248
"1224","JAMESONLAND:COLORADO:CTL_2_4",-11,2,-21.1,248
"1225","JAMESONLAND:COLORADO:CTL_2_5",-11,2,-21.1,248
"1226","JAMESONLAND:COLORADO:CTL_2_6",-11,2,-21.1,248
"1227","JAMESONLAND:COLORADO:CTL_2_7",-11,2,-21.1,248
"1228","JAMESONLAND:COLORADO:CTL_2_8",-11,2,-21.1,248
"1229","JAMESONLAND:COLORADO:CTL_2_9",-11,2,-21.1,248
"1230","JAMESONLAND:COLORADO:CTL_2_10",-11,2,-21.1,248
"1231","JAMESONLAND:COLORADO:CTL_3_1",-11,2,-21.1,248
"1232","JAMESONLAND:COLORADO:CTL_3_2",-11,2,-21.1,248
"1233","JAMESONLAND:COLORADO:CTL_3_3",-11,2,-21.1,248
"1234","JAMESONLAND:COLORADO:CTL_3_4",-11,2,-21.1,248
"1235","JAMESONLAND:COLORADO:CTL_3_5",-11,2,-21.1,248
"1236","JAMESONLAND:COLORADO:CTL_3_6",-11,2,-21.1,248
"1237","JAMESONLAND:COLORADO:CTL_3_7",-11,2,-21.1,248
"1238","JAMESONLAND:COLORADO:CTL_3_8",-11,2,-21.1,248
"1239","JAMESONLAND:COLORADO:CTL_3_9",-11,2,-21.1,248
"1240","JAMESONLAND:COLORADO:CTL_3_10",-11,2,-21.1,248
"1241","JAMESONLAND:COLORADO:CTL_4_1",-11,2,-21.1,248
"1242","JAMESONLAND:COLORADO:CTL_4_2",-11,2,-21.1,248
"1243","JAMESONLAND:COLORADO:CTL_4_3",-11,2,-21.1,248
"1244","JAMESONLAND:COLORADO:CTL_4_4",-11,2,-21.1,248
"1245","JAMESONLAND:COLORADO:CTL_4_5",-11,2,-21.1,248
"1246","JAMESONLAND:COLORADO:CTL_4_6",-11,2,-21.1,248
"1247","JAMESONLAND:COLORADO:CTL_4_7",-11,2,-21.1,248
"1248","JAMESONLAND:COLORADO:CTL_4_8",-11,2,-21.1,248
"1249","JAMESONLAND:COLORADO:CTL_4_9",-11,2,-21.1,248
"1250","JAMESONLAND:COLORADO:CTL_4_10",-11,2,-21.1,248
"1251","JAMESONLAND:LODIN:CTL_LODIN1_1",-11.5,0.9,-21.1,325
"1252","JAMESONLAND:LODIN:CTL_LODIN1_2",-11.5,0.9,-21.1,325
"1253","JAMESONLAND:LODIN:CTL_LODIN1_3",-11.5,0.9,-21.1,325
"1254","JAMESONLAND:LODIN:CTL_LODIN1_4",-11.5,0.9,-21.1,325
"1255","JAMESONLAND:LODIN:CTL_LODIN1_5",-11.5,0.9,-21.1,325
"1256","JAMESONLAND:LODIN:CTL_LODIN1_6",-11.5,0.9,-21.1,325
"1257","JAMESONLAND:LODIN:CTL_LODIN1_7",-11.5,0.9,-21.1,325
"1258","JAMESONLAND:LODIN:CTL_LODIN1_8",-11.5,0.9,-21.1,325
"1259","JAMESONLAND:LODIN:CTL_LODIN1_9",-11.5,0.9,-21.1,325
"1260","JAMESONLAND:LODIN:CTL_LODIN1_10",-11.5,0.9,-21.1,325
"1261","JAMESONLAND:MAJOR:CTL_5_1",-9.7,3.5,-19.7,373
"1262","JAMESONLAND:MAJOR:CTL_5_2",-9.7,3.5,-19.7,373
"1263","JAMESONLAND:MAJOR:CTL_5_3",-9.7,3.5,-19.7,373
"1264","JAMESONLAND:MAJOR:CTL_5_4",-9.7,3.5,-19.7,373
"1265","JAMESONLAND:MAJOR:CTL_5_5",-9.7,3.5,-19.7,373
"1266","JAMESONLAND:MAJOR:CTL_5_6",-9.7,3.5,-19.7,373
"1267","JAMESONLAND:MAJOR:CTL_5_7",-9.7,3.5,-19.7,373
"1268","JAMESONLAND:MAJOR:CTL_5_8",-9.7,3.5,-19.7,373
"1269","JAMESONLAND:MAJOR:CTL_5_9",-9.7,3.5,-19.7,373
"1270","JAMESONLAND:MAJOR:CTL_5_10",-9.7,3.5,-19.7,373
"1271","JAMESONLAND:MAJOR:CTL_5_11",-9.7,3.5,-19.7,373
"1272","JAMESONLAND:MAJOR:CTL_6_1",-9.7,3.5,-19.7,373
"1273","JAMESONLAND:MAJOR:CTL_6_2",-9.7,3.5,-19.7,373
"1274","JAMESONLAND:MAJOR:CTL_6_3",-9.7,3.5,-19.7,373
"1275","JAMESONLAND:MAJOR:CTL_6_4",-9.7,3.5,-19.7,373
"1276","JAMESONLAND:MAJOR:CTL_6_5",-9.7,3.5,-19.7,373
"1277","JAMESONLAND:MAJOR:CTL_6_6",-9.7,3.5,-19.7,373
"1278","JAMESONLAND:MAJOR:CTL_6_7",-9.7,3.5,-19.7,373
"1279","JAMESONLAND:MAJOR:CTL_6_8",-9.7,3.5,-19.7,373
"1280","JAMESONLAND:MAJOR:CTL_6_9",-9.7,3.5,-19.7,373
"1281","JAMESONLAND:MAJOR:CTL_6_10",-9.7,3.5,-19.7,373
"1282","JAMESONLAND:MAJOR:CTL_6_11",-9.7,3.5,-19.7,373
"1283","JAMESONLAND:MAJOR:CTL_MAJOROP_1",-9.7,3.5,-19.7,373
"1284","JAMESONLAND:MAJOR:CTL_MAJOROP_2",-9.7,3.5,-19.7,373
"1285","JAMESONLAND:MAJOR:CTL_MAJOROP_3",-9.7,3.5,-19.7,373
"1286","JAMESONLAND:MAJOR:CTL_MAJOROP_4",-9.7,3.5,-19.7,373
"1287","JAMESONLAND:MAJOR:CTL_MAJOROP_5",-9.7,3.5,-19.7,373
"1288","JAMESONLAND:MAJOR:CTL_MAJOROP_6",-9.7,3.5,-19.7,373
"1289","JAMESONLAND:MAJOR:CTL_MAJOROP_7",-9.7,3.5,-19.7,373
"1290","JAMESONLAND:MAJOR:CTL_MAJOROP_8",-9.7,3.5,-19.7,373
"1291","JAMESONLAND:MAJOR:CTL_MAJOROP_9",-9.7,3.5,-19.7,373
"1292","JAMESONLAND:MAJOR:CTL_MAJOROP_10",-9.7,3.5,-19.7,373
"1293","JAMESONLAND:TYSKIT:CTL_7_1",-8.2,3.7,-17.4,377
"1294","JAMESONLAND:TYSKIT:CTL_7_2",-8.2,3.7,-17.4,377
"1295","JAMESONLAND:TYSKIT:CTL_7_3",-8.2,3.7,-17.4,377
"1296","JAMESONLAND:TYSKIT:CTL_7_4",-8.2,3.7,-17.4,377
"1297","JAMESONLAND:TYSKIT:CTL_7_5",-8.2,3.7,-17.4,377
"1298","JAMESONLAND:TYSKIT:CTL_7_6",-8.2,3.7,-17.4,377
"1299","JAMESONLAND:TYSKIT:CTL_7_7",-8.2,3.7,-17.4,377
"1300","JAMESONLAND:TYSKIT:CTL_7_8",-8.2,3.7,-17.4,377
"1301","JAMESONLAND:TYSKIT:CTL_7_9",-8.2,3.7,-17.4,377
"1302","JAMESONLAND:TYSKIT:CTL_7_10",-8.2,3.7,-17.4,377
"1303","JAMESONLAND:TYSKIT:CTL_7_11",-8.2,3.7,-17.4,377
"1304","JAMESONLAND:TYSKIT:CTL_8NEW_1",-8.2,3.7,-17.4,377
"1305","JAMESONLAND:TYSKIT:CTL_8NEW_2",-8.2,3.7,-17.4,377
"1306","JAMESONLAND:TYSKIT:CTL_8NEW_3",-8.2,3.7,-17.4,377
"1307","JAMESONLAND:TYSKIT:CTL_8NEW_4",-8.2,3.7,-17.4,377
"1308","JAMESONLAND:TYSKIT:CTL_8NEW_5",-8.2,3.7,-17.4,377
"1309","JAMESONLAND:TYSKIT:CTL_8NEW_6",-8.2,3.7,-17.4,377
"1310","JAMESONLAND:TYSKIT:CTL_8NEW_7",-8.2,3.7,-17.4,377
"1311","JAMESONLAND:TYSKIT:CTL_8NEW_8",-8.2,3.7,-17.4,377
"1312","JAMESONLAND:TYSKIT:CTL_8NEW_9",-8.2,3.7,-17.4,377
"1313","JAMESONLAND:TYSKIT:CTL_8NEW_10",-8.2,3.7,-17.4,377
"1314","JAMESONLAND:TYSKIT:CTL_9_1",-8.2,3.7,-17.4,377
"1315","JAMESONLAND:TYSKIT:CTL_9_2",-8.2,3.7,-17.4,377
"1316","JAMESONLAND:TYSKIT:CTL_9_3",-8.2,3.7,-17.4,377
"1317","JAMESONLAND:TYSKIT:CTL_9_4",-8.2,3.7,-17.4,377
"1318","JAMESONLAND:TYSKIT:CTL_9_5",-8.2,3.7,-17.4,377
"1319","JAMESONLAND:TYSKIT:CTL_9_6",-8.2,3.7,-17.4,377
"1320","JAMESONLAND:TYSKIT:CTL_9_7",-8.2,3.7,-17.4,377
"1321","JAMESONLAND:TYSKIT:CTL_9_8",-8.2,3.7,-17.4,377
"1322","JAMESONLAND:TYSKIT:CTL_9_9",-8.2,3.7,-17.4,377
"1323","JAMESONLAND:TYSKIT:CTL_9_10",-8.2,3.7,-17.4,377
"1324","JAMESONLAND:TYSKIT:CTL_9_11",-8.2,3.7,-17.4,377
"1325","JAMESONLAND:TYSKIT:CTL_13_1",-8.2,3.7,-17.4,377
"1326","JAMESONLAND:TYSKIT:CTL_13_2",-8.2,3.7,-17.4,377
"1327","JAMESONLAND:TYSKIT:CTL_13_3",-8.2,3.7,-17.4,377
"1328","JAMESONLAND:TYSKIT:CTL_13_4",-8.2,3.7,-17.4,377
"1329","JAMESONLAND:TYSKIT:CTL_13_5",-8.2,3.7,-17.4,377
"1330","JAMESONLAND:TYSKIT:CTL_13_6",-8.2,3.7,-17.4,377
"1331","JAMESONLAND:TYSKIT:CTL_13_7",-8.2,3.7,-17.4,377
"1332","JAMESONLAND:TYSKIT:CTL_13_8",-8.2,3.7,-17.4,377
"1333","JAMESONLAND:TYSKIT:CTL_13_9",-8.2,3.7,-17.4,377
"1334","JAMESONLAND:TYSKIT:CTL_13_10",-8.2,3.7,-17.4,377
"1335","JAMESONLAND:TYSKIT:CTL_15_1",-8.2,3.7,-17.4,377
"1336","JAMESONLAND:TYSKIT:CTL_15_2",-8.2,3.7,-17.4,377
"1337","JAMESONLAND:TYSKIT:CTL_15_3",-8.2,3.7,-17.4,377
"1338","JAMESONLAND:TYSKIT:CTL_15_4",-8.2,3.7,-17.4,377
"1339","JAMESONLAND:TYSKIT:CTL_15_5",-8.2,3.7,-17.4,377
"1340","JAMESONLAND:TYSKIT:CTL_15_6",-8.2,3.7,-17.4,377
"1341","JAMESONLAND:TYSKIT:CTL_15_7",-8.2,3.7,-17.4,377
"1342","JAMESONLAND:TYSKIT:CTL_15_8",-8.2,3.7,-17.4,377
"1343","JAMESONLAND:TYSKIT:CTL_15_9",-8.2,3.7,-17.4,377
"1344","JAMESONLAND:TYSKIT:CTL_15_10",-8.2,3.7,-17.4,377
"1345","JAMESONLAND:TYSKIT:CTL_BBN_1",-8.2,3.7,-17.4,377
"1346","JAMESONLAND:TYSKIT:CTL_BBN_2",-8.2,3.7,-17.4,377
"1347","JAMESONLAND:TYSKIT:CTL_BBN_3",-8.2,3.7,-17.4,377
"1348","JAMESONLAND:TYSKIT:CTL_BBN_4",-8.2,3.7,-17.4,377
"1349","JAMESONLAND:TYSKIT:CTL_BBN_5",-8.2,3.7,-17.4,377
"1350","JAMESONLAND:TYSKIT:CTL_BBN_6",-8.2,3.7,-17.4,377
"1351","JAMESONLAND:TYSKIT:CTL_BBN_7",-8.2,3.7,-17.4,377
"1352","JAMESONLAND:TYSKIT:CTL_BBN_8",-8.2,3.7,-17.4,377
"1353","JAMESONLAND:TYSKIT:CTL_BBN_9",-8.2,3.7,-17.4,377
"1354","JAMESONLAND:TYSKIT:CTL_BBN_10",-8.2,3.7,-17.4,377
"1355","JAMESONLAND:TYSKIT:CTL_CASEMP_1",-8.2,3.7,-17.4,377
"1356","JAMESONLAND:TYSKIT:CTL_CASEMP_2",-8.2,3.7,-17.4,377
"1357","JAMESONLAND:TYSKIT:CTL_CASEMP_3",-8.2,3.7,-17.4,377
"1358","JAMESONLAND:TYSKIT:CTL_CASEMP_4",-8.2,3.7,-17.4,377
"1359","JAMESONLAND:TYSKIT:CTL_CASEMP_5",-8.2,3.7,-17.4,377
"1360","JAMESONLAND:TYSKIT:CTL_CASEMP_6",-8.2,3.7,-17.4,377
"1361","JAMESONLAND:TYSKIT:CTL_CASEMP_7",-8.2,3.7,-17.4,377
"1362","JAMESONLAND:TYSKIT:CTL_CASEMP_8",-8.2,3.7,-17.4,377
"1363","JAMESONLAND:TYSKIT:CTL_CASEMP_9",-8.2,3.7,-17.4,377
"1364","JAMESONLAND:TYSKIT:CTL_CASEMP_10",-8.2,3.7,-17.4,377
"1365","LATNJA:POOR_HEATH:Clip 3 B",-3.4,8.5,-14.1,673
"1366","LATNJA:POOR_HEATH:Clip 3 C1",-3.4,8.5,-14.1,673
"1367","LATNJA:POOR_HEATH:Clip 3 C2",-3.4,8.5,-14.1,673
"1368","LATNJA:POOR_HEATH:Clip 3 C3",-3.4,8.5,-14.1,673
"1369","LATNJA:POOR_HEATH:Clip 4 B",-3.4,8.5,-14.1,673
"1370","LATNJA:POOR_HEATH:Clip 4 C1",-3.4,8.5,-14.1,673
"1371","LATNJA:POOR_HEATH:Clip 4 C2",-3.4,8.5,-14.1,673
"1372","LATNJA:POOR_HEATH:Clip 4 C3",-3.4,8.5,-14.1,673
"1373","LATNJA:RICH_MEADOW:Clip 1 B",-3.4,8.6,-14.2,686
"1374","LATNJA:RICH_MEADOW:Clip 1 C1",-3.4,8.6,-14.2,686
"1375","LATNJA:RICH_MEADOW:Clip 1 C2",-3.4,8.6,-14.2,686
"1376","LATNJA:RICH_MEADOW:Clip 1 C3",-3.4,8.6,-14.2,686
"1377","LATNJA:RICH_MEADOW:Clip 2 B",-3.4,8.6,-14.2,686
"1378","LATNJA:RICH_MEADOW:Clip 2 C1",-3.4,8.6,-14.2,686
"1379","LATNJA:RICH_MEADOW:Clip 2 C2",-3.4,8.6,-14.2,686
"1380","LATNJA:RICH_MEADOW:Clip 2 C3",-3.4,8.6,-14.2,686
"1381","ZACKENBERG:SALIX_SITE:S5_CONT",-10.1,3.9,-21,178
"1382","SADVENT:WET_POINTFRAME:WAUA",-8.6,1.7,-16.8,295
"1383","SADVENT:WET_POINTFRAME:WBUA",-8.6,1.7,-16.8,295
"1384","SADVENT:WET_POINTFRAME:WCUA",-8.6,1.7,-16.8,295
"1385","SADVENT:WET_POINTFRAME:WDUA",-8.6,1.7,-16.8,295
"1386","SADVENT:WET_POINTFRAME:WFUA",-8.6,1.7,-16.8,295
"1387","WOLFCREEK:WOLFCREEK:WOLFCREEK_CTL_11",0.3,14.5,-13.5,265
"1388","WOLFCREEK:WOLFCREEK:WOLFCREEK_CTL_15",0.3,14.5,-13.5,265
"1389","ZACKENBERG:CASSIOPE_SITE:C5_CONT",-10.2,3.9,-21,177
"1390","ZACKENBERG:CASSIOPE_SITE:C1_CONT",-10.2,3.9,-21,177
"1391","ZACKENBERG:CASSIOPE_SITE:C3_CONT",-10.2,3.9,-21,177
"1392","ZACKENBERG:CASSIOPE_SITE:C2_CONT",-10.2,3.9,-21,177
"1393","ZACKENBERG:CASSIOPE_SITE:C4_CONT",-10.2,3.9,-21,177
"1394","TOOLIK:MOIST:17",-10.2,10.3,-26.7,249
"1395","KANGER:BASHFUL:A_GRAZED",-5.3,7.7,-16.3,196
"1396","KANGER:BASHFUL:B_GRAZED",-5.3,7.7,-16.3,196
"1397","KANGER:DOPEY:B_GRAZED",-5.5,7.5,-16.5,203
"1398","KANGER:DOPEY:C_GRAZED",-5.5,7.5,-16.5,203
"1399","KANGER:SNEEZY:A_GRAZED",-5.5,7.5,-16.5,203
"1400","KANGER:SNEEZY:G_GRAZED",-5.5,7.5,-16.5,203
"1401","KANGER:SNEEZY:C_GRAZED",-5.5,7.5,-16.5,203
"1402","KANGER:SNEEZY:D_GRAZED",-5.5,7.5,-16.5,203
"1403","KANGER:SNEEZY:F_GRAZED",-5.5,7.5,-16.5,203
"1404","KANGER:SNEEZY:B_GRAZED",-5.5,7.5,-16.5,203
"1405","NAKKALA:8:38_p38s149b",-1.3,11.3,-12.4,378
