"","SiteSubsitePlot","NbSpeciesPerTrendPlot","TotalSpecies","SiteSubsite","LAT","SurveyedArea","Region","MOISTURE","Duration","PlotGraminoidMean","PlotShrubMean","PlotForbMean","MeanRichness","Extinct","Coloniser","Persisting"
"1014","THUFUVER:PALSA:PALSA4_8",0,8,"THUFUVER:PALSA",64.57,0.25,"GreenIceLand","DRY",23,19.7630532563293,77.5363949965721,2.70055174709864,7,0,0.375,0.625
"1015","THUFUVER:PALSA:PALSA4_9",4,12,"THUFUVER:PALSA",64.57,0.25,"GreenIceLand","DRY",23,12.2297734883427,82.9030148243508,4.8672116873065,8,0.333333333333333,0.25,0.416666666666667
"1016","THUFUVER:PALSA:PALSA5_1",6,10,"THUFUVER:PALSA",64.57,0.25,"GreenIceLand","DRY",23,14.7380696632283,76.1107082287381,9.15122210803362,7,0.6,0.1,0.3
"1017","THUFUVER:PALSA:PALSA5_2",6,12,"THUFUVER:PALSA",64.57,0.25,"GreenIceLand","DRY",23,11.8343532297319,72.2697580184436,15.8958887518245,9,0.5,0.333333333333333,0.166666666666667
"1018","THUFUVER:PALSA:PALSA5_3",4,10,"THUFUVER:PALSA",64.57,0.25,"GreenIceLand","DRY",23,16.6490025838286,74.7051015504226,8.64589586574879,7,0.4,0.3,0.3
"1019","THUFUVER:PALSA:PALSA5_4",3,11,"THUFUVER:PALSA",64.57,0.25,"GreenIceLand","DRY",23,9.47890084170572,77.5356049776781,12.9854941806161,7,0.272727272727273,0.272727272727273,0.454545454545455
"1020","THUFUVER:PALSA:PALSA5_5",3,10,"THUFUVER:PALSA",64.57,0.25,"GreenIceLand","DRY",22,14.759592584154,77.8440588001992,7.39634861564686,6,0.3,0.3,0.4
"1021","THUFUVER:PALSA:PALSA5_6",2,8,"THUFUVER:PALSA",64.57,0.25,"GreenIceLand","DRY",23,12.4651142508285,79.2863199410818,8.24856580808962,6,0.25,0.375,0.375
"1022","THUFUVER:PALSA:PALSA5_7",1,10,"THUFUVER:PALSA",64.57,0.25,"GreenIceLand","DRY",23,15.0086824196233,65.7622380821763,19.2290794982004,7,0.1,0.5,0.4
"1023","THUFUVER:PALSA:PALSA5_8",3,11,"THUFUVER:PALSA",64.57,0.25,"GreenIceLand","DRY",6,15.494227994228,67.1392496392496,17.3665223665224,8,0.272727272727273,0.363636363636364,0.363636363636364
"1024","THUFUVER:PALSA:PALSA5_9",5,16,"THUFUVER:PALSA",64.57,0.25,"GreenIceLand","DRY",22,14.4821684151506,64.2271504384735,21.2906811463759,10,0.3125,0.5,0.1875
"1025","THUFUVER:SALIXHEATH:SALIXHEATH1_1",1,8,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,52.0006709244396,38.0095233015784,9.989805773982,4,0.125,0.5,0.375
"1026","THUFUVER:SALIXHEATH:SALIXHEATH1_10",1,8,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,19.379208737994,55.1447649896696,25.4760262723365,7,0.125,0.125,0.75
"1027","THUFUVER:SALIXHEATH:SALIXHEATH1_11",1,8,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,23.233825401291,45.4152053788526,31.3509692198564,6,0.125,0.25,0.625
"1028","THUFUVER:SALIXHEATH:SALIXHEATH1_12",3,8,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,18.8391119308893,67.2702164022762,13.8906716668345,5,0.375,0.25,0.375
"1029","THUFUVER:SALIXHEATH:SALIXHEATH1_13",3,8,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,8.82478951229672,79.3078279274363,11.8673825602669,5,0.375,0.5,0.125
"1030","THUFUVER:SALIXHEATH:SALIXHEATH1_14",2,8,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,8.42933011784993,79.2998175066016,12.2708523755485,6,0.25,0.25,0.5
"1031","THUFUVER:SALIXHEATH:SALIXHEATH1_15",1,7,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,9.3623922521176,78.5426159253076,12.0949918225748,5,0.142857142857143,0.428571428571429,0.428571428571429
"1032","THUFUVER:SALIXHEATH:SALIXHEATH1_16",1,7,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,14.9140046602169,68.2844966509112,16.8014986888719,6,0.142857142857143,0.428571428571429,0.428571428571429
"1033","THUFUVER:SALIXHEATH:SALIXHEATH1_17",3,8,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,9.03138936869269,74.3761382309911,16.5924724003162,5,0.375,0.25,0.375
"1034","THUFUVER:SALIXHEATH:SALIXHEATH1_18",3,8,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,7.79903298419179,73.2019855328501,18.9989814829581,6,0.375,0.25,0.375
"1035","THUFUVER:SALIXHEATH:SALIXHEATH1_19",4,9,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,6.90520264144768,69.8989102389556,23.1958871195967,6,0.444444444444444,0.333333333333333,0.222222222222222
"1036","THUFUVER:SALIXHEATH:SALIXHEATH1_2",0,7,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,56.6884811562473,11.9073796435116,31.4041392002412,3,0,0.714285714285714,0.285714285714286
"1037","THUFUVER:SALIXHEATH:SALIXHEATH1_20",0,7,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,12.4000416867578,67.6707524092818,19.9292059039605,6,0,0.428571428571429,0.571428571428571
"1038","THUFUVER:SALIXHEATH:SALIXHEATH1_3",0,5,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,79.3936370378306,7.81886321780174,12.7874997443676,4,0,0.2,0.8
"1039","THUFUVER:SALIXHEATH:SALIXHEATH1_4",3,6,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,34.8943922913999,43.3262144627179,21.7793932458823,4,0.5,0.166666666666667,0.333333333333333
"1040","THUFUVER:SALIXHEATH:SALIXHEATH1_5",0,6,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,26.0878810398618,60.0492751213039,13.8628438388342,5,0,0.333333333333333,0.666666666666667
"1041","THUFUVER:SALIXHEATH:SALIXHEATH1_6",0,7,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,43.5239496242475,31.8987939126966,24.5772564630559,5,0,0.285714285714286,0.714285714285714
"1042","THUFUVER:SALIXHEATH:SALIXHEATH1_7",2,7,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,28.3639154276447,56.7563099075469,14.8797746648084,4,0.285714285714286,0.428571428571429,0.285714285714286
"1043","THUFUVER:SALIXHEATH:SALIXHEATH1_8",2,9,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,32.4803323445089,27.9688883084469,39.5507793470442,6,0.222222222222222,0.333333333333333,0.444444444444444
"1044","THUFUVER:SALIXHEATH:SALIXHEATH1_9",0,5,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,22.9192003141583,53.3577160467917,23.72308363905,6,0,0,1
"1045","THUFUVER:SALIXHEATH:SALIXHEATH2_1",2,7,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,14.6475634278869,55.842872311875,29.5095642602381,5,0.285714285714286,0.285714285714286,0.428571428571429
"1046","THUFUVER:SALIXHEATH:SALIXHEATH2_10",2,7,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,12.9765257113143,57.2251523729547,29.7983219157311,5,0.285714285714286,0.142857142857143,0.571428571428571
"1047","THUFUVER:SALIXHEATH:SALIXHEATH2_11",0,7,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,18.7354607452736,56.4731780518479,24.7913612028785,7,0,0.285714285714286,0.714285714285714
"1048","THUFUVER:SALIXHEATH:SALIXHEATH2_12",2,9,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,11.2175994166685,71.7345406049309,17.0478599784006,9,0.222222222222222,0,0.777777777777778
"1049","THUFUVER:SALIXHEATH:SALIXHEATH2_13",1,9,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,10.5303462851068,59.5546639492147,29.9149897656785,8,0.111111111111111,0.111111111111111,0.777777777777778
"1050","THUFUVER:SALIXHEATH:SALIXHEATH2_14",1,9,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,8.88855250276325,71.5263944764373,19.5850530207994,7,0.111111111111111,0.222222222222222,0.666666666666667
"1051","THUFUVER:SALIXHEATH:SALIXHEATH2_15",1,8,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,31.144298079416,38.9107754647301,29.9449264558539,7,0.125,0.125,0.75
"1052","THUFUVER:SALIXHEATH:SALIXHEATH2_16",1,8,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,42.0117699065067,22.5955818061081,35.3926482873851,6,0.125,0.25,0.625
"1053","THUFUVER:SALIXHEATH:SALIXHEATH2_17",2,7,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,50.0425005592179,22.7022504682079,27.2552489725742,5,0.285714285714286,0,0.714285714285714
"1054","THUFUVER:SALIXHEATH:SALIXHEATH2_18",3,7,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,38.146856377944,25.0010095571409,36.8521340649151,5,0.428571428571429,0.285714285714286,0.285714285714286
"1055","THUFUVER:SALIXHEATH:SALIXHEATH2_19",0,7,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,9.89701159055998,47.4262910668441,42.676697342596,5,0,0.285714285714286,0.714285714285714
"1056","THUFUVER:SALIXHEATH:SALIXHEATH2_2",1,8,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,19.0098581425851,40.3913009772778,40.598840880137,7,0.125,0,0.875
"1057","THUFUVER:SALIXHEATH:SALIXHEATH2_20",4,10,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,27.1313356651703,25.2891385974093,47.5795257374205,6,0.4,0.4,0.2
"1058","THUFUVER:SALIXHEATH:SALIXHEATH2_3",3,6,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,21.7337048915996,40.7577400669506,37.5085550414498,6,0.5,0,0.5
"1059","THUFUVER:SALIXHEATH:SALIXHEATH2_4",3,8,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,31.4784400382226,32.5315535913362,35.9900063704412,5,0.375,0.125,0.5
"1060","THUFUVER:SALIXHEATH:SALIXHEATH2_5",2,9,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,35.092200245224,34.940638694775,29.967161060001,6,0.222222222222222,0.222222222222222,0.555555555555556
"1061","THUFUVER:SALIXHEATH:SALIXHEATH2_6",1,8,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,25.531725370499,31.7383348386388,42.7299397908622,7,0.125,0.25,0.625
"1062","THUFUVER:SALIXHEATH:SALIXHEATH2_7",2,7,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,36.2398286029705,18.6362869028043,45.1238844942252,6,0.285714285714286,0,0.714285714285714
"1063","THUFUVER:SALIXHEATH:SALIXHEATH2_8",1,8,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,15.9922788832401,52.0111133884448,31.996607728315,7,0.125,0.125,0.75
"1064","THUFUVER:SALIXHEATH:SALIXHEATH2_9",3,9,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,15.8198615710931,59.3204451948294,24.8596932340775,7,0.333333333333333,0.222222222222222,0.444444444444444
"1065","THUFUVER:SALIXHEATH:SALIXHEATH3_1",6,8,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,43.9394253636414,41.5829461866047,14.4776284497539,7,0.75,0,0.25
"1066","THUFUVER:SALIXHEATH:SALIXHEATH3_10",0,8,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,24.6382408130271,45.3183769603441,30.0433822266288,5,0,0.375,0.625
"1067","THUFUVER:SALIXHEATH:SALIXHEATH3_11",2,8,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,27.372304270845,36.6661945559002,35.9615011732548,6,0.25,0.25,0.5
"1068","THUFUVER:SALIXHEATH:SALIXHEATH3_12",1,4,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,25.67808672173,27.6509213814717,46.6709918967983,5,0.25,0,0.75
"1069","THUFUVER:SALIXHEATH:SALIXHEATH3_13",3,5,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,22.5257206561554,41.8371025110156,35.637176832829,5,0.6,0,0.4
"1070","THUFUVER:SALIXHEATH:SALIXHEATH3_14",2,8,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,28.7049012413624,34.8131622856444,36.4819364729932,6,0.25,0.125,0.625
"1071","THUFUVER:SALIXHEATH:SALIXHEATH3_15",2,8,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,29.4639004413559,48.1706153889522,22.3654841696919,6,0.25,0.5,0.25
"1072","THUFUVER:SALIXHEATH:SALIXHEATH3_16",3,7,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,13.6467134560355,59.2416234895048,27.1116630544597,6,0.428571428571429,0.142857142857143,0.428571428571429
"1073","THUFUVER:SALIXHEATH:SALIXHEATH3_17",2,9,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,17.0102345077827,63.3800197840734,19.6097457081439,6,0.222222222222222,0.555555555555556,0.222222222222222
"1074","THUFUVER:SALIXHEATH:SALIXHEATH3_18",2,6,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,18.247093959535,58.3966269434603,23.3562790970047,6,0.333333333333333,0,0.666666666666667
"1075","THUFUVER:SALIXHEATH:SALIXHEATH3_19",2,9,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,25.2050404529057,59.9653595929687,14.8295999541256,6,0.222222222222222,0.333333333333333,0.444444444444444
"1076","THUFUVER:SALIXHEATH:SALIXHEATH3_2",6,8,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,46.3298629853252,25.1874299269257,28.4827070877491,7,0.75,0,0.25
"1077","THUFUVER:SALIXHEATH:SALIXHEATH3_20",2,7,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,25.8975416236988,48.5656959642708,25.5367624120304,6,0.285714285714286,0,0.714285714285714
"1078","THUFUVER:SALIXHEATH:SALIXHEATH3_3",2,5,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,49.4060959696388,7.68464316851414,42.9092608618471,4,0.4,0.2,0.4
"1079","THUFUVER:SALIXHEATH:SALIXHEATH3_4",1,6,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,38.484376206623,19.2883820194745,42.2272417739025,5,0.166666666666667,0.166666666666667,0.666666666666667
"1080","THUFUVER:SALIXHEATH:SALIXHEATH3_5",1,5,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,32.9472383117703,12.7772544915402,54.2755071966895,5,0.2,0.2,0.6
"1081","THUFUVER:SALIXHEATH:SALIXHEATH3_6",1,6,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,39.8858884211778,11.6959767104244,48.4181348683978,5,0.166666666666667,0.333333333333333,0.5
"1082","THUFUVER:SALIXHEATH:SALIXHEATH3_7",1,6,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,43.7533073331432,13.5808456242896,42.6658470425672,5,0.166666666666667,0.166666666666667,0.666666666666667
"1083","THUFUVER:SALIXHEATH:SALIXHEATH3_8",0,7,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,32.8240218646381,49.1719482405757,18.0040298947862,6,0,0.285714285714286,0.714285714285714
"1084","THUFUVER:SALIXHEATH:SALIXHEATH3_9",1,7,"THUFUVER:SALIXHEATH",64.57,0.25,"GreenIceLand","DRY",23,20.0148980865942,46.131159065196,33.8539428482098,7,0.142857142857143,0,0.857142857142857
"1085","TOOLIK:DRY:3",0,6,"TOOLIK:DRY",68.62,0.5625,"North America-West","DRY",13,1.42857142857143,95.8547008547009,2.71672771672772,4,0,0.333333333333333,0.666666666666667
"1086","TOOLIK:DRY:5",0,6,"TOOLIK:DRY",68.62,0.5625,"North America-West","DRY",13,1.115003417635,96.5823925206076,2.30260406175738,5,0,0.333333333333333,0.666666666666667
"1087","TOOLIK:DRY:6",1,6,"TOOLIK:DRY",68.62,0.5625,"North America-West","DRY",13,5.3022030651341,94.6977969348659,0,5,0.166666666666667,0,0.833333333333333
"1088","TOOLIK:IMNAVAIT:1",0,9,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,3.89777586566542,61.0068502873963,35.0953738469383,7,0,0.444444444444444,0.555555555555556
"1089","TOOLIK:IMNAVAIT:10",0,8,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,10.3945698129439,69.0571265959567,20.5483035910994,9,0,0,1
"1090","TOOLIK:IMNAVAIT:11",2,10,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,18.4963509182259,75.9615926022176,5.54205647955648,9,0.2,0.1,0.7
"1091","TOOLIK:IMNAVAIT:12",1,10,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,31.302959683366,63.8650419587775,4.83199835785645,8,0.1,0.2,0.7
"1092","TOOLIK:IMNAVAIT:13",0,8,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,22.7035996584869,70.0749125561156,7.22148778539756,8,0,0.125,0.875
"1093","TOOLIK:IMNAVAIT:14",1,13,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,18.5742893162984,71.7021047614655,9.72360592223606,10,0.0769230769230769,0.230769230769231,0.692307692307692
"1094","TOOLIK:IMNAVAIT:15",2,9,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,42.5983436853002,56.2629399585921,1.13871635610766,7,0.222222222222222,0.222222222222222,0.555555555555556
"1095","TOOLIK:IMNAVAIT:16",0,8,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,8.59352879418478,90.0899794783646,1.31649172745063,7,0,0.25,0.75
"1096","TOOLIK:IMNAVAIT:19",2,10,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,16.1496679316888,42.8076375711575,41.0426944971537,8,0.2,0.2,0.6
"1097","TOOLIK:IMNAVAIT:2",0,10,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,26.8689977300506,65.6150689715383,7.51593329841104,10,0,0.1,0.9
"1098","TOOLIK:IMNAVAIT:20",0,11,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,23.8597400338882,62.8603498802633,13.2799100858485,11,0,0.0909090909090909,0.909090909090909
"1099","TOOLIK:IMNAVAIT:21",1,10,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,30.9701084220801,61.1137556410559,7.91613593686395,9,0.1,0.1,0.8
"1100","TOOLIK:IMNAVAIT:22",0,10,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,15.5952380952381,74.0816326530612,10.3231292517007,9,0,0.1,0.9
"1101","TOOLIK:IMNAVAIT:23",0,12,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,13.2960245467188,68.2769665694759,18.4270088838053,11,0,0.0833333333333333,0.916666666666667
"1102","TOOLIK:IMNAVAIT:24",1,13,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,11.8295978903908,76.4187934050875,11.7516087045217,10,0.0769230769230769,0.230769230769231,0.692307692307692
"1103","TOOLIK:IMNAVAIT:25",2,5,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,3.77748502710433,75.3824669286314,20.8400480442643,4,0.4,0,0.6
"1104","TOOLIK:IMNAVAIT:26",3,11,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,40.0927383164079,48.2986664658206,11.6085952177715,9,0.272727272727273,0.0909090909090909,0.636363636363636
"1105","TOOLIK:IMNAVAIT:27",1,11,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,35.4325622294372,61.1657873376623,3.40165043290043,8,0.0909090909090909,0.272727272727273,0.636363636363636
"1106","TOOLIK:IMNAVAIT:28",4,12,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,18.9116367410941,60.3105192252479,20.777844033658,9,0.333333333333333,0.416666666666667,0.25
"1107","TOOLIK:IMNAVAIT:29",0,8,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,39.3004594040832,56.0500669034242,4.6494736924926,8,0,0,1
"1108","TOOLIK:IMNAVAIT:3",4,10,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,3.44005949908006,68.5690359962016,27.9909045047184,7,0.4,0.1,0.5
"1109","TOOLIK:IMNAVAIT:30",1,10,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,29.0711524872053,62.3523790659329,8.57646844686182,8,0.1,0.1,0.8
"1110","TOOLIK:IMNAVAIT:31",5,16,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,36.747491638796,55.9333581072711,7.31915025393286,12,0.3125,0.125,0.5625
"1111","TOOLIK:IMNAVAIT:33",2,9,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,13.028297832534,75.068399009349,11.903303158117,8,0.222222222222222,0.111111111111111,0.666666666666667
"1112","TOOLIK:IMNAVAIT:34",0,8,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,16.8976687479943,39.9101623152488,43.1921689367569,6,0,0.375,0.625
"1113","TOOLIK:IMNAVAIT:35",0,10,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,22.5003770739065,60.8397435897436,16.6598793363499,10,0,0,1
"1114","TOOLIK:IMNAVAIT:36",1,8,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,32.7949610763669,65.6397348358963,1.56530408773679,8,0.125,0,0.875
"1115","TOOLIK:IMNAVAIT:37",3,10,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,17.9848024316109,79.5542046605876,2.46099290780142,8,0.3,0.1,0.6
"1116","TOOLIK:IMNAVAIT:38",2,15,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,36.7471554847792,53.0817927946641,10.1710517205567,12,0.133333333333333,0.2,0.666666666666667
"1117","TOOLIK:IMNAVAIT:39",2,10,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,34.0532702591526,58.7021116138763,7.24461812697107,7,0.2,0.2,0.6
"1118","TOOLIK:IMNAVAIT:4",2,12,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,18.2503815326845,73.3297318296669,8.41988663764854,9,0.166666666666667,0.333333333333333,0.5
"1119","TOOLIK:IMNAVAIT:40",1,10,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,4.71836428522719,93.8098106516946,1.47182506307822,8,0.1,0.3,0.6
"1120","TOOLIK:IMNAVAIT:41",0,8,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,12.959720457918,76.8544506242776,10.1858289178044,6,0,0.375,0.625
"1121","TOOLIK:IMNAVAIT:42",1,9,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",6,30.0492610837438,45.8620689655172,24.0886699507389,8,0.111111111111111,0,0.888888888888889
"1122","TOOLIK:IMNAVAIT:43",0,7,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,21.0696802821891,67.9064351284078,11.0238845894032,7,0,0.142857142857143,0.857142857142857
"1123","TOOLIK:IMNAVAIT:44",0,10,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,17.6659762651142,71.715367965368,10.6186557695178,9,0,0.3,0.7
"1124","TOOLIK:IMNAVAIT:45",0,8,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,33.6729120996225,62.6141951345756,3.71289276580197,8,0,0,1
"1125","TOOLIK:IMNAVAIT:46",0,9,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,36.0605380016619,62.9389035471095,1.00055845122859,8,0,0.111111111111111,0.888888888888889
"1126","TOOLIK:IMNAVAIT:47",1,9,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,33.3642899752174,63.9289888701004,2.7067211546822,8,0.111111111111111,0.111111111111111,0.777777777777778
"1127","TOOLIK:IMNAVAIT:48",2,13,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,42.3558106169297,42.229674796748,15.4145145863223,10,0.153846153846154,0.0769230769230769,0.769230769230769
"1128","TOOLIK:IMNAVAIT:5",0,7,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,63.7078651685393,36.2921348314607,0,6,0,0.285714285714286,0.714285714285714
"1129","TOOLIK:IMNAVAIT:51",2,10,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,36.343384252926,46.031271035546,17.625344711528,7,0.2,0.2,0.6
"1130","TOOLIK:IMNAVAIT:52",1,12,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,31.7943037974684,52.5024613220816,15.7032348804501,11,0.0833333333333333,0,0.916666666666667
"1131","TOOLIK:IMNAVAIT:53",1,12,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,29.2287664745676,62.1705043645482,8.60072916088416,10,0.0833333333333333,0.166666666666667,0.75
"1132","TOOLIK:IMNAVAIT:54",2,11,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,15.6916776215998,76.6262940514713,7.68202832692891,9,0.181818181818182,0.181818181818182,0.636363636363636
"1133","TOOLIK:IMNAVAIT:55",0,8,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,33.5228718367479,61.9792665049647,4.49786165828746,8,0,0,1
"1134","TOOLIK:IMNAVAIT:56",1,13,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,20.7390376432368,61.9846014972544,17.2763608595088,12,0.0769230769230769,0.0769230769230769,0.846153846153846
"1135","TOOLIK:IMNAVAIT:57",1,13,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,20.0392860948727,71.0328275331872,8.92788637194008,10,0.0769230769230769,0.307692307692308,0.615384615384615
"1136","TOOLIK:IMNAVAIT:58",0,2,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",6,69.4167852062589,30.5832147937411,0,2,0,0,1
"1137","TOOLIK:IMNAVAIT:59",1,9,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,30.5851648351648,52.7754120879121,16.6394230769231,7,0.111111111111111,0.333333333333333,0.555555555555556
"1138","TOOLIK:IMNAVAIT:6",4,14,"TOOLIK:IMNAVAIT",68.62,1,"North America-West","MOIST",18,21.4375249733697,69.6949201901171,8.86755483651324,11,0.285714285714286,0.214285714285714,0.5
