"","SiteSubsitePlotYear","SiteSubsitePlot","SiteSubsite","SITE","SUBSITE","PLOT","YEAR","ValueType","MOISTURE","LAT","LONG","ELEV","AZONE","SurveyedArea","AlpArc","lat_grid","lon_grid","gridcell","Region","Method","ShrubCover","GraminoidCover","ForbCover","DominatingFG","PlotShrubMean","PlotForbMean","PlotGraminoidMean","AnnualRichness","MeanRichness","CurrentRichness"
"1529","TOOLIK:TUSSOCKGRID:80:2008","TOOLIK:TUSSOCKGRID:80","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","80",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",97.4358974358974,0,2.56410256410256,"Shrub-Dominated",97.4839743589744,2.51602564102564,0,5,5,5
"1530","TOOLIK:TUSSOCKGRID:79:2008","TOOLIK:TUSSOCKGRID:79","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","79",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",69.5652173913043,30.4347826086957,0,"Shrub-Dominated",65.2351271916489,2.3455710955711,32.41930171278,8,8,8
"1531","TOOLIK:TUSSOCKGRID:78:2008","TOOLIK:TUSSOCKGRID:78","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","78",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",66.6666666666667,14.5833333333333,18.75,"Shrub-Dominated",73.6321548821549,9.30450336700337,17.0633417508418,9,6,9
"1532","TOOLIK:TUSSOCKGRID:77:2008","TOOLIK:TUSSOCKGRID:77","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","77",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",81.6666666666667,1.66666666666667,16.6666666666667,"Shrub-Dominated",81.2781080174005,17.9019995094812,0.81989247311828,9,8,9
"1533","TOOLIK:TUSSOCKGRID:76:2008","TOOLIK:TUSSOCKGRID:76","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","76",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",72.8571428571429,25.7142857142857,1.42857142857143,"Shrub-Dominated",60.999185999186,1.95646945646946,37.0443445443445,10,10,10
"1534","TOOLIK:TUSSOCKGRID:75:2008","TOOLIK:TUSSOCKGRID:75","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","75",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",86.6666666666667,10.6666666666667,2.66666666666667,"Shrub-Dominated",84.9399414938389,4.23581846531716,10.8242400408439,8,8,8
"1535","TOOLIK:TUSSOCKGRID:74:2008","TOOLIK:TUSSOCKGRID:74","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","74",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",76.1904761904762,20.2380952380952,3.57142857142857,"Shrub-Dominated",72.7440703504533,5.97300158470371,21.282928064843,7,7,7
"1536","TOOLIK:TUSSOCKGRID:72:2008","TOOLIK:TUSSOCKGRID:72","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","72",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",43.1372549019608,50.9803921568627,5.88235294117647,"Graminoid-Dominated",59.565359915073,1.47058823529412,38.9640518496329,7,6,7
"1537","TOOLIK:TUSSOCKGRID:71:2008","TOOLIK:TUSSOCKGRID:71","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","71",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",70.1492537313433,29.8507462686567,0,"Shrub-Dominated",70.1492537313433,0,29.8507462686567,9,9,9
"1538","TOOLIK:TUSSOCKGRID:70:2008","TOOLIK:TUSSOCKGRID:70","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","70",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",90.2439024390244,2.4390243902439,7.31707317073171,"Shrub-Dominated",91.6363567503546,5.9279413587473,2.43570189089807,8,8,8
"1539","TOOLIK:TUSSOCKGRID:69:2008","TOOLIK:TUSSOCKGRID:69","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","69",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",72.3404255319149,17.0212765957447,10.6382978723404,"Shrub-Dominated",65.5070391250334,5.54205783837335,28.9509030365932,10,10,10
"1540","TOOLIK:TUSSOCKGRID:68:2008","TOOLIK:TUSSOCKGRID:68","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","68",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",73.8317757009346,14.018691588785,12.1495327102804,"Shrub-Dominated",55.7027387503802,3.66276219515651,40.6344990544633,8,7,8
"1541","TOOLIK:TUSSOCKGRID:67:2008","TOOLIK:TUSSOCKGRID:67","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","67",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",49.3506493506493,48.051948051948,2.5974025974026,"None",61.1427755556299,7.85836666555094,30.9988577788191,8,9,8
"1542","TOOLIK:TUSSOCKGRID:66:2008","TOOLIK:TUSSOCKGRID:66","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","66",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",60.6741573033708,38.2022471910112,1.12359550561798,"Shrub-Dominated",56.2157946661308,1.98492686117018,41.799278472699,10,10,10
"1543","TOOLIK:TUSSOCKGRID:65:2008","TOOLIK:TUSSOCKGRID:65","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","65",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",63.6363636363636,36.3636363636364,0,"Shrub-Dominated",61.9519435340118,0.268817204301075,37.7792392616871,5,6,5
"1544","TOOLIK:TUSSOCKGRID:64:2008","TOOLIK:TUSSOCKGRID:64","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","64",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",66.304347826087,28.2608695652174,5.43478260869565,"Shrub-Dominated",58.1633885438233,6.37192316540143,35.4646882907752,9,9,9
"1545","TOOLIK:TUSSOCKGRID:63:2008","TOOLIK:TUSSOCKGRID:63","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","63",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",40.3846153846154,58.6538461538462,0.961538461538462,"Graminoid-Dominated",40.3366165084915,2.12755994005994,57.5358235514486,12,12,12
"1546","TOOLIK:TUSSOCKGRID:62:2008","TOOLIK:TUSSOCKGRID:62","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","62",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",76.9230769230769,17.9487179487179,5.12820512820513,"Shrub-Dominated",71.8946114126837,1.70940170940171,26.3959868779146,5,3,5
"1547","TOOLIK:TUSSOCKGRID:61:2008","TOOLIK:TUSSOCKGRID:61","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","61",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",73.7704918032787,3.27868852459016,22.9508196721311,"Shrub-Dominated",79.8244256719081,15.2388387048809,4.93673562321103,11,12,11
"1548","TOOLIK:TUSSOCKGRID:60:2008","TOOLIK:TUSSOCKGRID:60","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","60",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",52.7777777777778,36.1111111111111,11.1111111111111,"Shrub-Dominated",49.6173810889818,13.1815356664754,37.2010832445428,10,10,10
"1549","TOOLIK:TUSSOCKGRID:59:2008","TOOLIK:TUSSOCKGRID:59","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","59",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",66.6666666666667,31.9444444444444,1.38888888888889,"Shrub-Dominated",72.1170985876868,1.64092851592852,26.2419728963847,11,10,11
"1550","TOOLIK:TUSSOCKGRID:58:2008","TOOLIK:TUSSOCKGRID:58","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","58",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",72.1518987341772,26.5822784810127,1.26582278481013,"Shrub-Dominated",65.0756592212288,0.568980948727784,34.3553598300434,10,8,10
"1551","TOOLIK:TUSSOCKGRID:57:2008","TOOLIK:TUSSOCKGRID:57","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","57",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",74.2857142857143,21.9047619047619,3.80952380952381,"Shrub-Dominated",56.4568452380952,8.39401169950739,35.1491430623974,10,10,10
"1552","TOOLIK:TUSSOCKGRID:56:2008","TOOLIK:TUSSOCKGRID:56","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","56",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",66.2790697674419,24.4186046511628,9.30232558139535,"Shrub-Dominated",67.8006851090989,12.792348119191,19.4069667717101,13,13,13
"1553","TOOLIK:TUSSOCKGRID:55:2008","TOOLIK:TUSSOCKGRID:55","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","55",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",51.3888888888889,37.5,11.1111111111111,"Shrub-Dominated",51.0649669472309,10.3682645374534,38.5667685153157,9,9,9
"1554","TOOLIK:TUSSOCKGRID:54:2008","TOOLIK:TUSSOCKGRID:54","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","54",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",94.2307692307692,0,5.76923076923077,"Shrub-Dominated",86.8634054117925,12.0613257710032,1.0752688172043,9,9,9
"1555","TOOLIK:TUSSOCKGRID:53:2008","TOOLIK:TUSSOCKGRID:53","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","53",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",73.6263736263736,19.7802197802198,6.59340659340659,"Shrub-Dominated",73.1512228373131,8.34115508551599,18.507622077171,9,8,9
"1556","TOOLIK:TUSSOCKGRID:52:2008","TOOLIK:TUSSOCKGRID:52","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","52",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",64.8936170212766,30.8510638297872,4.25531914893617,"Shrub-Dominated",67.9977110296259,3.14175186515612,28.860537105218,12,10,12
"1557","TOOLIK:TUSSOCKGRID:51:2008","TOOLIK:TUSSOCKGRID:51","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","51",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",96.9072164948454,1.03092783505155,2.06185567010309,"Shrub-Dominated",95.8083926884795,3.40936820860858,0.782239102911919,11,10,11
"1558","TOOLIK:TUSSOCKGRID:50:2008","TOOLIK:TUSSOCKGRID:50","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","50",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",49.5652173913044,49.5652173913044,0.869565217391304,"None",50.2921547028712,0.627227369921597,49.0806179272072,9,6,9
"1559","TOOLIK:TUSSOCKGRID:49:2008","TOOLIK:TUSSOCKGRID:49","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","49",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",72.1518987341772,20.253164556962,7.59493670886076,"Shrub-Dominated",61.7433606585944,3.39011729696773,34.8665220444378,8,7,8
"1560","TOOLIK:TUSSOCKGRID:48:2008","TOOLIK:TUSSOCKGRID:48","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","48",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",52.5862068965517,47.4137931034483,0,"Shrub-Dominated",56.1918493033338,1.99363966313119,41.814511033535,7,7,7
"1561","TOOLIK:TUSSOCKGRID:47:2008","TOOLIK:TUSSOCKGRID:47","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","47",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",76.25,23.75,0,"Shrub-Dominated",77.3583052749719,1.23456790123457,21.4071268237935,8,8,8
"1562","TOOLIK:TUSSOCKGRID:46:2008","TOOLIK:TUSSOCKGRID:46","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","46",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",64.5454545454545,30,5.45454545454545,"Shrub-Dominated",64.3519589999042,8.95415269661845,26.6938883034773,9,10,9
"1563","TOOLIK:TUSSOCKGRID:45:2008","TOOLIK:TUSSOCKGRID:45","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","45",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",70,28,2,"Shrub-Dominated",74.7825283959738,8.84968602825746,16.3677855757688,8,8,8
"1564","TOOLIK:TUSSOCKGRID:44:2008","TOOLIK:TUSSOCKGRID:44","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","44",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",83.5051546391753,16.4948453608247,0,"Shrub-Dominated",90.5451460915431,0,9.45485390845694,7,6,7
"1565","TOOLIK:TUSSOCKGRID:43:2008","TOOLIK:TUSSOCKGRID:43","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","43",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",70.2702702702703,23.4234234234234,6.30630630630631,"Shrub-Dominated",71.7633404608232,4.97771796096538,23.2589415782115,10,10,10
"1566","TOOLIK:TUSSOCKGRID:42:2008","TOOLIK:TUSSOCKGRID:42","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","42",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",67.3913043478261,28.2608695652174,4.34782608695652,"Shrub-Dominated",63.9541216221704,6.68662026169803,29.3592581161315,12,10,12
"1567","TOOLIK:TUSSOCKGRID:41:2008","TOOLIK:TUSSOCKGRID:41","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","41",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",68.4684684684685,27.027027027027,4.5045045045045,"Shrub-Dominated",56.1457967707968,9.79145589439707,34.0627473348062,10,9,10
"1568","TOOLIK:TUSSOCKGRID:40:2008","TOOLIK:TUSSOCKGRID:40","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","40",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",60.6060606060606,39.3939393939394,0,"Shrub-Dominated",58.9346716501889,0,41.0653283498111,7,7,7
"1569","TOOLIK:TUSSOCKGRID:39:2008","TOOLIK:TUSSOCKGRID:39","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","39",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",48.7394957983193,47.0588235294118,4.20168067226891,"None",45.3445401543995,4.56330443426825,50.0921554113323,10,10,10
"1570","TOOLIK:TUSSOCKGRID:38:2008","TOOLIK:TUSSOCKGRID:38","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","38",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",61.3207547169811,36.7924528301887,1.88679245283019,"Shrub-Dominated",60.9756690936333,4.33435428678809,34.6899766195787,9,8,9
"1571","TOOLIK:TUSSOCKGRID:37:2008","TOOLIK:TUSSOCKGRID:37","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","37",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",64.5161290322581,34.4086021505376,1.0752688172043,"Shrub-Dominated",57.8684247363673,3.06695285200278,39.0646224116299,7,9,7
"1572","TOOLIK:TUSSOCKGRID:36:2008","TOOLIK:TUSSOCKGRID:36","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","36",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",67.3913043478261,32.6086956521739,0,"Shrub-Dominated",73.0220685111989,1.23834498834499,25.7395865004561,4,4,4
"1573","TOOLIK:TUSSOCKGRID:35:2008","TOOLIK:TUSSOCKGRID:35","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","35",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",54.7619047619048,41.6666666666667,3.57142857142857,"Shrub-Dominated",52.7794481285827,4.86348394589937,42.357067925518,8,7,8
"1574","TOOLIK:TUSSOCKGRID:34:2008","TOOLIK:TUSSOCKGRID:34","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","34",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",63.6363636363636,34.3434343434343,2.02020202020202,"Shrub-Dominated",60.7808857808858,5.51878676878677,33.7003274503274,9,10,9
"1575","TOOLIK:TUSSOCKGRID:33:2008","TOOLIK:TUSSOCKGRID:33","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","33",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",62.5,37.5,0,"Shrub-Dominated",62.0891958361931,3.0819606497369,34.82884351407,7,8,7
"1576","TOOLIK:TUSSOCKGRID:32:2008","TOOLIK:TUSSOCKGRID:32","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","32",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",62.3655913978495,32.258064516129,5.37634408602151,"Shrub-Dominated",59.6806175890824,5.3396767146792,34.9797056962385,10,10,10
"1577","TOOLIK:TUSSOCKGRID:31:2008","TOOLIK:TUSSOCKGRID:31","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","31",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",60.2739726027397,38.3561643835616,1.36986301369863,"Shrub-Dominated",57.453001314763,1.6716174858022,40.8753811994348,8,8,8
"1578","TOOLIK:TUSSOCKGRID:30:2008","TOOLIK:TUSSOCKGRID:30","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","30",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",59.7701149425287,40.2298850574713,0,"Shrub-Dominated",52.7375372545948,0,47.2624627454052,6,6,6
"1579","TOOLIK:TUSSOCKGRID:29:2008","TOOLIK:TUSSOCKGRID:29","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","29",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",47.0588235294118,42.3529411764706,10.5882352941176,"None",63.4477075653546,13.6038947803654,22.94839765428,8,8,8
"1580","TOOLIK:TUSSOCKGRID:28:2008","TOOLIK:TUSSOCKGRID:28","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","28",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",64.2857142857143,33.3333333333333,2.38095238095238,"Shrub-Dominated",53.7350996061753,3.54751913038068,42.7173812634441,7,8,7
"1581","TOOLIK:TUSSOCKGRID:27:2008","TOOLIK:TUSSOCKGRID:27","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","27",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",65,34,1,"Shrub-Dominated",62.6911174305788,0.760204081632653,36.5486784877886,9,9,9
"1582","TOOLIK:TUSSOCKGRID:26:2008","TOOLIK:TUSSOCKGRID:26","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","26",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",48.5436893203883,49.5145631067961,1.94174757281553,"None",50.4253960143076,1.41136281912981,48.1632411665626,8,8,8
"1583","TOOLIK:TUSSOCKGRID:25:2008","TOOLIK:TUSSOCKGRID:25","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","25",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",56.7567567567568,42.3423423423423,0.900900900900901,"Shrub-Dominated",49.2808986536059,1.02309756565076,49.6960037807433,7,8,7
"1584","TOOLIK:TUSSOCKGRID:24:2008","TOOLIK:TUSSOCKGRID:24","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","24",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",61.7977528089888,37.0786516853933,1.12359550561798,"Shrub-Dominated",56.9986290346616,3.47863827377582,39.5227326915626,9,8,9
"1585","TOOLIK:TUSSOCKGRID:23:2008","TOOLIK:TUSSOCKGRID:23","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","23",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",58.3333333333333,36.9047619047619,4.76190476190476,"Shrub-Dominated",57.9756019457997,3.59322218589953,38.4311758683008,10,9,10
"1586","TOOLIK:TUSSOCKGRID:22:2008","TOOLIK:TUSSOCKGRID:22","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","22",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",56.3829787234043,37.2340425531915,6.38297872340426,"Shrub-Dominated",53.5182497701715,11.1319303209618,35.3498199088667,14,14,14
"1587","TOOLIK:TUSSOCKGRID:21:2008","TOOLIK:TUSSOCKGRID:21","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","21",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",38.0434782608696,57.6086956521739,4.34782608695652,"Graminoid-Dominated",47.4853950397429,1.48378191856453,51.0308230416926,7,6,7
"1588","TOOLIK:TUSSOCKGRID:20:2008","TOOLIK:TUSSOCKGRID:20","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","20",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",64.6464646464647,32.3232323232323,3.03030303030303,"Shrub-Dominated",55.2522462761824,1.77025988196201,42.9774938418555,7,6,7
"1589","TOOLIK:TUSSOCKGRID:19:2008","TOOLIK:TUSSOCKGRID:19","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","19",2008,"pf_topbot_XY","MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)",39.0243902439024,58.5365853658537,2.4390243902439,"Graminoid-Dominated",35.3741531165312,1.75558943089431,62.8702574525745,10,9,10
