"","SiteSubsitePlotYear","SiteSubsitePlot","SiteSubsite","SITE","SUBSITE","PLOT","YEAR","STATUS","TISSUE","ValueType","ORIGINAL_NAME","GENUS","GFNARROWwalker","SPECIES_NAME","TREATMENT","RelCover","MOISTURE","LAT","LONG","ELEV","AZONE","SurveyedArea","AlpArc","lat_grid","lon_grid","gridcell","Region","Method","FuncGroup","PlotYearFuncCover","PlotYearDominatingFG","ShrubCover","GraminoidCover","ForbCover","DominatingFG","PlotShrubMean","PlotForbMean","PlotGraminoidMean","AnnualRichness","MeanRichness","Richness","Duration"
"36","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:13:2000","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:13","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW","ATQASUK","RATE_ERIOPHORUM_WET_MEADOW","13",2000,"LIVE",NA,"percent_cover","Cardamine pratensis","Cardamine","FORB","Cardamine pratensis","CTL",0.511084137226091,"WET",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Forb",2.35098703124002,"None",0,97.64901296876,2.35098703124002,"Graminoid-Dominated",0,11.2952483284177,88.7047516715823,7,8,7,9
"37","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:46:2009","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:46","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW","ATQASUK","RATE_ERIOPHORUM_WET_MEADOW","46",2009,"LIVE",NA,"percent_cover","Saxifraga foliolosa","Saxifraga","FORB","Saxifraga foliolosa","CTL",4.42304374941946,"WET",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Forb",14.3751409880442,"None",0,85.6248590119558,14.3751409880442,"Graminoid-Dominated",0.104807154835103,7.60679911336252,92.2883937318024,6,6,6,9
"38","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:13:2009","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:13","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW","ATQASUK","RATE_ERIOPHORUM_WET_MEADOW","13",2009,"LIVE",NA,"percent_cover","Saxifraga cernua","Saxifraga","FORB","Saxifraga cernua","CTL",5.25701548716762,"WET",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Forb",20.2395096255954,"None",0,79.7604903744046,20.2395096255954,"Graminoid-Dominated",0,11.2952483284177,88.7047516715823,8,8,8,9
"39","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:45:2000","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:45","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW","ATQASUK","RATE_ERIOPHORUM_WET_MEADOW","45",2000,"LIVE",NA,"percent_cover","Eriophorum angustifolium","Eriophorum","SEDGE","Eriophorum angustifolium","CTL",12.8284389489954,"WET",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Graminoid",96.1360123647604,"Graminoid-Dominated",3.70942812982998,96.1360123647604,0.154559505409583,"Graminoid-Dominated",5.09883409735619,2.51036977703569,92.3907961256081,5,5,5,9
"40","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:55:2000","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:55","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","55",2000,"LIVE",NA,"percent_cover","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",7.3392614058733,"DRY",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Graminoid",53.8673455483467,"Graminoid-Dominated",40.9460631743115,53.8673455483467,5.18659127734179,"Graminoid-Dominated",39.1585197232123,9.3845342070349,51.4569460697528,11,10,11,9
"41","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:24:2000","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:24","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","24",2000,"LIVE",NA,"percent_cover","Poa arctica","Poa","GRASS","Poa arctica","CTL",0.0727601967906972,"DRY",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Graminoid",34.603636918982,"None",44.4446989778665,34.603636918982,20.9516641031515,"None",41.4050926855734,27.5672036498958,31.0277036645308,20,20,20,9
"42","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:32:2009","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:32","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","32",2009,"LIVE",NA,"percent_cover","Rubus chamaemorus","Rubus","FORB","Rubus chamaemorus","CTL",0.668486313655151,"DRY",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Forb",0.668486313655151,"None",55.9931373313577,43.3383763549871,0.668486313655151,"Shrub-Dominated",42.3940515642784,0.490285055737453,57.1156633799841,9,8,9,9
"43","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:38:2009","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:38","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","38",2009,"LIVE",NA,"percent_cover","Cassiope tetragona","Cassiope","SEVER","Cassiope tetragona","CTL",9.17098849499493,"DRY",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Shrub",78.743024316876,"Shrub-Dominated",78.743024316876,13.2979333177427,7.95904236538135,"Shrub-Dominated",80.9337884648088,5.72433149049311,13.3418800446981,9,10,9,9
"44","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:55:2009","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:55","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","55",2009,"LIVE",NA,"percent_cover","Luzula confusa","Luzula","RUSH","Luzula confusa","CTL",8.14322698470236,"DRY",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Graminoid",49.0465465911589,"None",37.370976272113,49.0465465911589,13.582477136728,"None",39.1585197232123,9.3845342070349,51.4569460697528,10,10,10,9
"45","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:59:2009","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:59","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","59",2009,"LIVE",NA,"percent_cover","Polygonum viviparum","Polygonum","FORB","Polygonum viviparum","CTL",0.739757772699909,"DRY",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Forb",19.4473178278516,"None",63.8869001767185,16.6657819954299,19.4473178278516,"Shrub-Dominated",76.8156849692496,12.8005523707244,10.383762660026,19,18,19,9
"46","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:51:2000","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:51","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","51",2000,"LIVE",NA,"percent_cover","Cassiope tetragona","Cassiope","SEVER","Cassiope tetragona","CTL",13.7057623881776,"DRY",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Shrub",49.6850349949684,"None",49.6850349949684,43.3591876969174,6.95577730811418,"None",56.5540124668574,8.02854953022245,35.4174380029202,10,10,10,9
"47","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:8:2009","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:8","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","8",2009,"LIVE",NA,"percent_cover","Vaccinium vitis-idaea","Vaccinium","SEVER","Vaccinium vitis-idaea","CTL",12.9327068155365,"DRY",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Shrub",87.1977959532385,"Shrub-Dominated",87.1977959532385,10.8427030141045,1.95950103265704,"Shrub-Dominated",83.4423700506142,1.69124108907843,14.8663888603073,11,10,11,9
"48","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:53:2000","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:53","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","53",2000,"LIVE",NA,"percent_cover","Artemisia arctica","Artemisia","FORB","Artemisia arctica","CTL",0.306295912481048,"DRY",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Forb",4.33357666841936,"None",70.3459612331473,25.3204620984333,4.33357666841936,"Shrub-Dominated",68.3828687952217,8.70060362108106,22.9165275836972,10,10,10,9
"49","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:49:2000","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:49","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","49",2000,"LIVE",NA,"percent_cover","Rubus chamaemorus","Rubus","FORB","Rubus chamaemorus","CTL",0.343471466107953,"DRY",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Forb",1.10847609516658,"None",42.9512629601932,55.9402609446402,1.10847609516658,"Graminoid-Dominated",50.9193670623939,2.12656807482573,46.9540648627803,11,11,11,9
"50","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:58:2000","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:58","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","58",2000,"LIVE",NA,"percent_cover","Poa arctica","Poa","GRASS","Poa arctica","CTL",0.141948026581755,"DRY",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Graminoid",12.2463672661037,"None",64.3157423768232,12.2463672661037,23.4378903570731,"Shrub-Dominated",63.4624257550229,22.2299749676603,14.3075992773168,18,16,18,9
"51","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:38:2000","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:38","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","38",2000,"LIVE",NA,"percent_cover","Salix phlebophylla","Salix","SDECI","Salix phlebophylla","CTL",52.4337866857552,"DRY",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Shrub",83.1245526127416,"Shrub-Dominated",83.1245526127416,13.3858267716535,3.48962061560487,"Shrub-Dominated",80.9337884648088,5.72433149049311,13.3418800446981,12,10,12,9
"52","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:28:2009","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:28","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","28",2009,"LIVE",NA,"percent_cover","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",1.48041470561065,"DRY",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Graminoid",11.1919351744165,"None",79.5870945736287,11.1919351744165,9.22097025195474,"Shrub-Dominated",84.4205603340663,6.72578797472694,8.85365169120678,8,9,8,9
"53","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:25:2000","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:25","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","25",2000,"LIVE",NA,"percent_cover","Salix phlebophylla","Salix","SDECI","Salix phlebophylla","CTL",1.0306807904291,"DRY",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Shrub",80.9084420486842,"Shrub-Dominated",80.9084420486842,17.7856853898421,1.30587256147367,"Shrub-Dominated",73.7099880314858,3.44333279595119,22.846679172563,11,11,11,9
"54","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:51:2009","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:51","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","51",2009,"LIVE",NA,"percent_cover","Polygonum bistorta","Polygonum","FORB","Polygonum bistorta","CTL",8.41442954460764,"DRY",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Forb",9.10132175233071,"None",63.4229899387464,27.4756883089229,9.10132175233071,"Shrub-Dominated",56.5540124668574,8.02854953022245,35.4174380029202,10,10,10,9
"55","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:59:2000","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:59","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","59",2000,"LIVE",NA,"percent_cover","Pedicularis capitata","Pedicularis","FORB","Pedicularis capitata","CTL",0.143477307314329,"DRY",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Forb",6.1537869135972,"None",89.7444697617808,4.10174332462201,6.1537869135972,"Shrub-Dominated",76.8156849692496,12.8005523707244,10.383762660026,17,18,17,9
"56","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:28:2000","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:28","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","28",2000,"LIVE",NA,"percent_cover","Salix phlebophylla","Salix","SDECI","Salix phlebophylla","CTL",8.78484508804172,"DRY",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Shrub",89.2540260945039,"Shrub-Dominated",89.2540260945039,6.51536820799702,4.23060569749913,"Shrub-Dominated",84.4205603340663,6.72578797472694,8.85365169120678,10,9,10,9
"57","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:25:2009","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:25","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","25",2009,"LIVE",NA,"percent_cover","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",8.23956253415985,"DRY",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Graminoid",27.9076729552839,"None",66.5115340142874,27.9076729552839,5.5807930304287,"Shrub-Dominated",73.7099880314858,3.44333279595119,22.846679172563,11,11,11,9
"58","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:58:2009","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:58","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","58",2009,"LIVE",NA,"percent_cover","Salix phlebophylla","Salix","SDECI","Salix phlebophylla","CTL",1.86200352333213,"DRY",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Shrub",62.6091091332226,"Shrub-Dominated",62.6091091332226,16.3688312885299,21.0220595782475,"Shrub-Dominated",63.4624257550229,22.2299749676603,14.3075992773168,15,16,15,9
"59","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:24:2009","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:24","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","24",2009,"LIVE",NA,"percent_cover","Artemisia arctica","Artemisia","FORB","Artemisia arctica","CTL",2.27632282810348,"DRY",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Forb",34.1827431966401,"None",38.3654863932803,27.4517704100796,34.1827431966401,"None",41.4050926855734,27.5672036498958,31.0277036645308,20,20,20,9
"60","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:49:2009","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:49","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","49",2009,"LIVE",NA,"percent_cover","Luzula arctica","Luzula","RUSH","Luzula arctica","CTL",3.55748661199205,"DRY",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Graminoid",37.9678687809205,"None",58.8874711645946,37.9678687809205,3.14466005448488,"Shrub-Dominated",50.9193670623939,2.12656807482573,46.9540648627803,11,11,11,9
"61","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:32:2000","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:32","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","32",2000,"LIVE",NA,"percent_cover","Rubus chamaemorus","Rubus","FORB","Rubus chamaemorus","CTL",0.312083797819755,"DRY",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Forb",0.312083797819755,"None",28.7949657971992,70.8929504049811,0.312083797819755,"Graminoid-Dominated",42.3940515642784,0.490285055737453,57.1156633799841,8,8,8,9
"62","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:53:2009","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:53","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","53",2009,"LIVE",NA,"percent_cover","Minuartia arctica","Minuartia","FORB","Minuartia arctica","CTL",8.31591610903829,"DRY",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Forb",13.0676305737428,"None",66.4197763572961,20.5125930689611,13.0676305737428,"Shrub-Dominated",68.3828687952217,8.70060362108106,22.9165275836972,9,10,9,9
"63","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:8:2000","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:8","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","8",2000,"LIVE",NA,"percent_cover","Pedicularis langsdorffii","Pedicularis","FORB","Pedicularis langsdorffii","CTL",1.42298114549982,"DRY",70.456021,-157.414293,29,"LOW","1","Arctic",70,-157,"_70_-157","North America-West","Cover","Forb",1.42298114549982,"None",79.68694414799,18.8900747065101,1.42298114549982,"Shrub-Dominated",83.4423700506142,1.69124108907843,14.8663888603073,8,10,8,9
"64","BARROW:ARCTOPHILA_POND_ORDINATION:21:2008","BARROW:ARCTOPHILA_POND_ORDINATION:21","BARROW:ARCTOPHILA_POND_ORDINATION","BARROW","ARCTOPHILA_POND_ORDINATION","21",2008,"LIVE",NA,"percent_cover","Dupontia fisheri","Dupontia","GRASS","Dupontia fisheri","CTL",17.8537511870845,"WET",71.29,-156.64,9,"HIGH","1","Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",62.3931623931624,"Graminoid-Dominated",0,62.3931623931624,37.6068376068376,"Graminoid-Dominated",0,33.3091805730638,66.6908194269362,5,5,5,9
"65","BARROW:ARCTOPHILA_POND_ORDINATION:21:1999","BARROW:ARCTOPHILA_POND_ORDINATION:21","BARROW:ARCTOPHILA_POND_ORDINATION","BARROW","ARCTOPHILA_POND_ORDINATION","21",1999,"LIVE",NA,"percent_cover","Eriophorum russeolum","Eriophorum","SEDGE","Eriophorum russeolum","CTL",16.214025131739,"WET",71.29,-156.64,9,"HIGH","1","Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",70.9884764607099,"Graminoid-Dominated",0,70.9884764607099,29.0115235392901,"Graminoid-Dominated",0,33.3091805730638,66.6908194269362,5,5,5,9
"66","BARROW:CAREX WET MEADOW_ORDINATION:16:1999","BARROW:CAREX WET MEADOW_ORDINATION:16","BARROW:CAREX WET MEADOW_ORDINATION","BARROW","CAREX WET MEADOW_ORDINATION","16",1999,"LIVE",NA,"percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",69.0442225392297,"WET",71.29,-156.64,9,"HIGH","1","Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",100,"Graminoid-Dominated",0,100,0,"Graminoid-Dominated",0,0,100,3,3,3,9
"67","BARROW:CAREX WET MEADOW_ORDINATION:16:2008","BARROW:CAREX WET MEADOW_ORDINATION:16","BARROW:CAREX WET MEADOW_ORDINATION","BARROW","CAREX WET MEADOW_ORDINATION","16",2008,"LIVE",NA,"percent_cover","Eriophorum russeolum","Eriophorum","SEDGE","Eriophorum russeolum","CTL",3.99522957662493,"WET",71.29,-156.64,9,"HIGH","1","Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",100,"Graminoid-Dominated",0,100,0,"Graminoid-Dominated",0,0,100,3,3,3,9
"68","BARROW:CAREX WET MEADOW_ORDINATION:12:2008","BARROW:CAREX WET MEADOW_ORDINATION:12","BARROW:CAREX WET MEADOW_ORDINATION","BARROW","CAREX WET MEADOW_ORDINATION","12",2008,"LIVE",NA,"percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",77.8723404255319,"WET",71.29,-156.64,9,"HIGH","1","Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",100,"Graminoid-Dominated",0,100,0,"Graminoid-Dominated",0,0,100,2,2,2,9
"69","BARROW:CAREX WET MEADOW_ORDINATION:12:1999","BARROW:CAREX WET MEADOW_ORDINATION:12","BARROW:CAREX WET MEADOW_ORDINATION","BARROW","CAREX WET MEADOW_ORDINATION","12",1999,"LIVE",NA,"percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",84.257602862254,"WET",71.29,-156.64,9,"HIGH","1","Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",100,"Graminoid-Dominated",0,100,0,"Graminoid-Dominated",0,0,100,2,2,2,9
"70","BARROW:CAREX_MESIC MEADOW_ORDINATION:17:2008","BARROW:CAREX_MESIC MEADOW_ORDINATION:17","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW","CAREX_MESIC MEADOW_ORDINATION","17",2008,"LIVE",NA,"percent_cover","Salix rotundifolia","Salix","SDECI","Salix rotundifolia","CTL",1.19817876827223,"MOIST",71.29,-156.64,9,"HIGH","1","Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Shrub",1.19817876827223,"None",1.19817876827223,97.4358974358974,1.36592379583034,"Graminoid-Dominated",1.6993204326563,1.60165482342953,96.6990247439142,8,8,8,9
"71","BARROW:CAREX_MESIC MEADOW_ORDINATION:20:2008","BARROW:CAREX_MESIC MEADOW_ORDINATION:20","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW","CAREX_MESIC MEADOW_ORDINATION","20",2008,"LIVE",NA,"percent_cover","Stellaria edwardsii","Stellaria","FORB","Stellaria edwardsii","CTL",1.13973102347846,"MOIST",71.29,-156.64,9,"HIGH","1","Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Forb",43.4009573740597,"None",0,56.5990426259403,43.4009573740597,"Graminoid-Dominated",0,29.4189714039393,70.5810285960607,15,13,15,9
"72","BARROW:CAREX_MESIC MEADOW_ORDINATION:19:2008","BARROW:CAREX_MESIC MEADOW_ORDINATION:19","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW","CAREX_MESIC MEADOW_ORDINATION","19",2008,"LIVE",NA,"percent_cover","Pedicularis kanei","Pedicularis","FORB","Pedicularis kanei","CTL",0.97143967359627,"MOIST",71.29,-156.64,9,"HIGH","1","Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Forb",30.1146298814844,"None",2.91431902078881,66.9710510977268,30.1146298814844,"Graminoid-Dominated",1.4571595103944,25.2730378198129,73.2698026697927,12,10,12,9
"73","BARROW:CAREX_MESIC MEADOW_ORDINATION:24:2008","BARROW:CAREX_MESIC MEADOW_ORDINATION:24","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW","CAREX_MESIC MEADOW_ORDINATION","24",2008,"LIVE",NA,"percent_cover","Eriophorum angustifolium","Eriophorum","SEDGE","Eriophorum angustifolium","CTL",1.46584579302257,"MOIST",71.29,-156.64,9,"HIGH","1","Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",89.152741131633,"Graminoid-Dominated",0,89.152741131633,10.847258868367,"Graminoid-Dominated",0,20.0847361326214,79.9152638673786,7,9,7,9
"74","BARROW:CAREX_MESIC MEADOW_ORDINATION:4:1999","BARROW:CAREX_MESIC MEADOW_ORDINATION:4","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW","CAREX_MESIC MEADOW_ORDINATION","4",1999,"LIVE",NA,"percent_cover","Saxifraga foliolosa","Saxifraga","FORB","Saxifraga foliolosa","CTL",0.544188071397475,"MOIST",71.29,-156.64,9,"HIGH","1","Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Forb",6.27993034392686,"None",17.1963430561602,76.5237265999129,6.27993034392686,"Graminoid-Dominated",14.3321164822085,11.3624422361836,74.3054412816078,11,10,11,9
"75","BARROW:CAREX_MESIC MEADOW_ORDINATION:17:1999","BARROW:CAREX_MESIC MEADOW_ORDINATION:17","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW","CAREX_MESIC MEADOW_ORDINATION","17",1999,"LIVE",NA,"percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",43.4591264165475,"MOIST",71.29,-156.64,9,"HIGH","1","Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",95.9621520519309,"Graminoid-Dominated",2.20046209704038,95.9621520519309,1.83738585102872,"Graminoid-Dominated",1.6993204326563,1.60165482342953,96.6990247439142,9,8,9,9
"76","BARROW:CAREX_MESIC MEADOW_ORDINATION:22:2008","BARROW:CAREX_MESIC MEADOW_ORDINATION:22","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW","CAREX_MESIC MEADOW_ORDINATION","22",2008,"LIVE",NA,"percent_cover","Luzula arctica","Luzula","RUSH","Luzula arctica","CTL",17.583807716635,"MOIST",71.29,-156.64,9,"HIGH","1","Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",73.5610373181531,"Graminoid-Dominated",0,73.5610373181531,26.4389626818469,"Graminoid-Dominated",0,20.1571639115174,79.8428360884826,8,9,8,9
"77","BARROW:CAREX_MESIC MEADOW_ORDINATION:24:1999","BARROW:CAREX_MESIC MEADOW_ORDINATION:24","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW","CAREX_MESIC MEADOW_ORDINATION","24",1999,"LIVE",NA,"percent_cover","Saxifraga foliolosa","Saxifraga","FORB","Saxifraga foliolosa","CTL",0.370664548583532,"MOIST",71.29,-156.64,9,"HIGH","1","Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Forb",29.3222133968758,"None",0,70.6777866031242,29.3222133968758,"Graminoid-Dominated",0,20.0847361326214,79.9152638673786,11,9,11,9
