"","X","SiteSubsitePlot","duration","richness","richness_change","Jaccard","BrayCurtis","richness_change_abs","SiteSubsite","MOISTURE","LAT","LONG","SurveyedArea","Region","PlotShrubMean","PlotGraminoidMean","PlotForbMean","MeanRichness"
"962",962,"BARROW:BD:BDC24",22,5,2,0,0.140434192672999,2,"BARROW:BD","MOIST",71.31502696,-156.6010247,0.75,"North America-West",82.2789187679347,4.67545923480859,13.0456219972567,6
"963",963,"BARROW:BW:BWC01",21,16,7,0.444444444444444,0.377425944841675,7,"BARROW:BW","WET",71.31051842,-156.5978987,0.75,"North America-West",2.26441086572818,83.7230303813024,14.0125587529694,11
"964",964,"BARROW:BW:BWC02",21,18,1,0.470588235294118,0.221952612046817,1,"BARROW:BW","WET",71.31051842,-156.5978987,0.75,"North America-West",0,68.0585108722336,31.9414891277664,13
"965",965,"BARROW:BW:BWC03",21,13,-4,0.222222222222222,0.289288928892889,4,"BARROW:BW","WET",71.31051842,-156.5978987,0.75,"North America-West",0,74.2353521066392,25.7646478933608,9
"966",966,"BARROW:BW:BWC05",23,16,-1,0.4,0.288095238095238,1,"BARROW:BW","WET",71.31051842,-156.5978987,0.75,"North America-West",0.78935875425439,82.118816966515,17.0918242792307,12
"967",967,"BARROW:BW:BWC06",23,13,-4,0.444444444444444,0.358831044394762,4,"BARROW:BW","WET",71.31051842,-156.5978987,0.75,"North America-West",1.14570789849255,73.9435738799925,24.910718221515,11
"968",968,"BARROW:BW:BWC07",21,15,5,0.2,0.317099567099567,5,"BARROW:BW","WET",71.31051842,-156.5978987,0.75,"North America-West",0.476190476190476,70.4973305767974,29.0264789470121,11
"969",969,"BARROW:BW:BWC08",21,15,6,0.444444444444444,0.355311355311355,6,"BARROW:BW","WET",71.31051842,-156.5978987,0.75,"North America-West",0.43956043956044,50.3595903595904,49.2008492008492,10
"970",970,"BARROW:BW:BWC09",21,16,-2,0.428571428571429,0.491490810074881,2,"BARROW:BW","WET",71.31051842,-156.5978987,0.75,"North America-West",0,72.5894659214408,27.4105340785592,12
"971",971,"BARROW:BW:BWC10",21,15,-4,0.363636363636364,0.292406613594611,4,"BARROW:BW","WET",71.31051842,-156.5978987,0.75,"North America-West",3.647783717513,43.2721204400088,53.0800958424782,11
"972",972,"BARROW:BW:BWC12",21,15,-2,0.307692307692308,0.341284038958458,2,"BARROW:BW","WET",71.31051842,-156.5978987,0.75,"North America-West",0,58.5366768931446,41.4633231068554,13
"973",973,"BARROW:BW:BWC13",21,16,3,0.307692307692308,0.42606100795756,3,"BARROW:BW","WET",71.31051842,-156.5978987,0.75,"North America-West",0,69.4607744204821,30.5392255795179,12
"974",974,"BARROW:BW:BWC18",21,16,-1,0.666666666666667,0.711812235475183,1,"BARROW:BW","WET",71.31051842,-156.5978987,0.75,"North America-West",0.543478260869565,91.415329303661,8.04119243546939,9
"975",975,"BARROW:BW:BWC19",21,12,2,0.4,0.572585830011573,2,"BARROW:BW","WET",71.31051842,-156.5978987,0.75,"North America-West",0,85.3480586153853,14.6519413846147,9
"976",976,"BARROW:BW:BWC21",21,16,3,0.615384615384615,0.395471056495865,3,"BARROW:BW","WET",71.31051842,-156.5978987,0.75,"North America-West",0.403225806451613,89.0072520622181,10.5895221313303,9
"977",977,"BARROW:BW:BWC22",21,14,1,0.307692307692308,0.456228956228956,1,"BARROW:BW","WET",71.31051842,-156.5978987,0.75,"North America-West",0,74.716771540542,25.283228459458,12
"978",978,"BARROW:BW:BWC23",21,16,-3,0.307692307692308,0.263074169815073,3,"BARROW:BW","WET",71.31051842,-156.5978987,0.75,"North America-West",0,75.3712182745316,24.6287817254684,12
"979",979,"BARROW:BW:BWC24",21,12,-1,0.181818181818182,0.212264150943396,1,"BARROW:BW","WET",71.31051842,-156.5978987,0.75,"North America-West",0,87.2779943849528,12.7220056150472,10
"980",980,"BARROW:BW:BWC04",17,14,-1,0.307692307692308,0.468264736921453,1,"BARROW:BW","WET",71.31051842,-156.5978987,0.75,"North America-West",0,78.6359935287627,21.3640064712373,12
"981",981,"BARROW:BW:BWC17",17,10,3,0.285714285714286,0.463157894736842,3,"BARROW:BW","WET",71.31051842,-156.5978987,0.75,"North America-West",0,96.4890282131662,3.51097178683386,8
"982",982,"BARROW:BW:BWC20",17,12,-7,0,0.46729917773561,7,"BARROW:BW","WET",71.31051842,-156.5978987,0.75,"North America-West",0,93.1610219845514,6.8389780154486,8
"983",983,"BARROW:BW:BWC11",5,16,-1,0.533333333333333,0.263725490196078,1,"BARROW:BW","WET",71.31051842,-156.5978987,0.75,"North America-West",1.25,84.3014705882353,14.4485294117647,12
"984",984,"BARROW:BW:BWC14",5,14,0,0.428571428571429,0.301978818283166,0,"BARROW:BW","WET",71.31051842,-156.5978987,0.75,"North America-West",0,80.2466555183946,19.7533444816054,11
"985",985,"BARROW:BW:BWC15",5,15,-1,0.285714285714286,0.184644957033017,1,"BARROW:BW","WET",71.31051842,-156.5978987,0.75,"North America-West",0,85.3403437358661,14.6596562641339,12
"986",986,"BARROW:BW:BWC16",5,14,0,0.285714285714286,0.23489010989011,0,"BARROW:BW","WET",71.31051842,-156.5978987,0.75,"North America-West",0,77.8540903540903,22.1459096459096,12
"987",987,"ATQASUK:AG:AGCA04",9,4,0,0,0.281214848143982,0,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",51.5003225699729,48.2155865209362,0.284090909090909,4
"988",988,"ATQASUK:AG:AGCA05",9,5,0,0,0.241935483870968,0,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",57.3034089566348,42.6965910433652,0,5
"989",989,"ATQASUK:AG:AGCA06",9,7,1,0,0.226245113037566,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",55.7840692526823,43.3108972734769,0.905033473840813,6
"990",990,"ATQASUK:AG:AGCA02",9,9,1,0.5,0.30988455988456,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",58.2611832611833,41.2563131313131,0.482503607503608,7
"991",991,"ATQASUK:AG:AGCA03",9,6,0,0,0.186050156739812,0,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",50.173335791997,49.826664208003,0,6
"992",992,"ATQASUK:AG:AGCA07",9,8,1,0,0.142066128777092,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",67.9921372559946,27.6135009130288,4.39436183097662,8
"993",993,"ATQASUK:AG:AGCA09",9,8,0,0.25,0.263274336283186,0,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",80.8557771791353,19.1442228208646,0,7
"994",994,"ATQASUK:AG:AGCA10",9,6,0,0,0.131777893639208,0,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",49.1396259810109,50.8603740189891,0,6
"995",995,"ATQASUK:AG:AGCB02",9,6,0,0,0.348914243651086,0,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",55.09686042262,44.90313957738,0,6
"996",996,"ATQASUK:AG:AGCB03",9,12,-2,0.2,0.472089314194577,2,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",52.8741360978203,41.806374639912,5.31948926226772,9
"997",997,"ATQASUK:AG:AGCB04",9,7,1,0.333333333333333,0.167723749119098,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",33.3332134827151,65.8460794465778,0.820707070707071,5
"998",998,"ATQASUK:AG:AGCB07",9,7,-1,0,0.364077669902913,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",53.9534484337791,46.0465515662209,0,6
"999",999,"ATQASUK:AG:AGCB08",9,9,1,0,0.255494505494506,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",74.8753273959822,19.1603722165228,5.964300387495,8
"1000",1000,"ATQASUK:AG:AGCB09",9,9,-3,0,0.3618259118371,3,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",42.1494784584402,55.0106259072471,2.83989563431273,7
"1001",1001,"ATQASUK:AG:AGCB10",9,14,-2,0.166666666666667,0.308497326811512,2,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",79.9205214819504,14.5218800848694,5.55759843318018,11
"1002",1002,"ATQASUK:AG:AGCB11",9,6,1,0,0.179562803608605,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",33.0107329057711,66.5237021248472,0.465564969381763,6
"1003",1003,"ATQASUK:AG:AGCC05",9,8,-1,0.285714285714286,0.511409736308316,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",52.2741247312563,47.7258752687437,0,7
"1004",1004,"ATQASUK:AG:AGCC06",6,10,0,0.4,0.598343685300207,0,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",46.6356107660455,50.8540372670807,2.51035196687371,8
"1005",1005,"ATQASUK:AG:AGCC08",9,9,-1,0.25,0.166344916344916,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",59.4725225225225,40.1585585585586,0.368918918918919,8
"1006",1006,"ATQASUK:AG:AGCC09",9,5,0,0,0.17960088691796,0,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",40.8629925099626,59.1370074900374,0,6
"1007",1007,"ATQASUK:AG:AGCC10",9,5,1,0,0.15,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",50.6886470163002,47.2163357274444,2.09501725625539,4
"1008",1008,"ATQASUK:AG:AGCC11",9,7,1,0,0.168949771689498,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",47.7226340051525,50.1941333630412,2.08323263180621,6
"1009",1009,"ATQASUK:AG:AGCD02",9,5,0,0,0.324478178368121,0,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",35.861982997097,64.138017002903,0,5
"1010",1010,"ATQASUK:AG:AGCD03",9,5,0,0,0.24027678358387,0,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",55.6141858946906,44.3858141053094,0,5
"1011",1011,"ATQASUK:AG:AGCD04",9,5,1,0,0.148550724637681,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",40.0548669364024,59.9451330635976,0,4
"1012",1012,"ATQASUK:AG:AGCD05",9,11,0,0.181818181818182,0.244444444444444,0,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",86.5235285547786,5.51937645687646,7.95709498834499,10
"1013",1013,"ATQASUK:AG:AGCD06",9,9,0,0,0.227737226277372,0,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",51.6753191841095,36.2092356748646,12.115445141026,9
"1014",1014,"ATQASUK:AG:AGCD07",9,8,1,0,0.209761904761905,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",66.4034018928385,33.447788583352,0.148809523809524,7
"1015",1015,"ATQASUK:AG:AGCD08",9,8,-1,0,0.154177594604721,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",54.7498753942321,45.2501246057679,0,7
"1016",1016,"ATQASUK:AG:AGCD10",9,8,1,0,0.183423640377283,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",91.9528824473799,6.18524306170391,1.86187449091617,8
"1017",1017,"ATQASUK:AG:AGCD11",9,7,-2,0,0.168780831571529,2,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",48.1583586852235,51.5404364954994,0.301204819277108,6
"1018",1018,"ATQASUK:AG:AGCE02",9,8,0,0.25,0.512619047619048,0,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",65.8192874575648,34.0932234785682,0.0874890638670166,7
"1019",1019,"ATQASUK:AG:AGCE03",9,5,0,0,0.260561208757323,0,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",28.0560129789239,71.9439870210761,0,5
"1020",1020,"ATQASUK:AG:AGCE04",9,7,1,0.333333333333333,0.342592592592593,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",75.2277365775152,24.7722634224848,0,6
"1021",1021,"ATQASUK:AG:AGCE06",9,7,-1,0,0.206552706552707,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",56.0916174604627,37.0114458238517,6.89693671568561,6
"1022",1022,"ATQASUK:AG:AGCE07",9,9,0,0.222222222222222,0.201542912246866,0,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",65.3445148551224,22.0262203241953,12.6292648206824,8
"1023",1023,"ATQASUK:AG:AGCE08",9,11,3,0.25,0.32953431372549,3,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",39.425752624282,60.3659140423846,0.208333333333333,8
"1024",1024,"ATQASUK:AG:AGCE09",9,10,-1,0.222222222222222,0.133673469387755,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",69.3843579615469,27.3483946928647,3.26724734558836,8
"1025",1025,"ATQASUK:AG:AGCE11",9,9,-2,0.285714285714286,0.247641791044776,2,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",90.4851304972464,9.51486950275361,0,6
"1026",1026,"ATQASUK:AG:AGCF02",9,8,1,0,0.272531769305963,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",45.8261651602434,50.0403875217967,4.13344731795985,8
"1027",1027,"ATQASUK:AG:AGCF05",9,6,1,0,0.201118326118326,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",49.0489828784822,50.9510171215178,0,6
"1028",1028,"ATQASUK:AG:AGCF06",9,10,3,0.285714285714286,0.136353077816492,3,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",67.9769695746238,21.6816358800308,10.3413945453454,8
"1029",1029,"ATQASUK:AG:AGCF07",9,4,0,0.5,0.374157991426822,0,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",58.7081911760418,35.5361152421777,5.75569358178054,3
"1030",1030,"ATQASUK:AG:AGCF08",9,1,0,0,0,0,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",0,100,0,1
"1031",1031,"ATQASUK:AG:AGCF10",9,3,-1,0,0.266158536585366,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",74.1338259862162,24.6466618186619,1.21951219512195,3
"1032",1032,"ATQASUK:AG:AGCG02",9,5,1,0,0.160628844839371,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",27.4269197641724,72.5730802358275,0,5
"1033",1033,"ATQASUK:AG:AGCG03",9,8,-2,0,0.262263790799771,2,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",25.9157236168007,74.0842763831993,0,7
"1034",1034,"ATQASUK:AG:AGCG05",9,7,2,0,0.102335928809789,2,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",49.8200126327057,50.1799873672943,0,5
"1035",1035,"ATQASUK:AG:AGCG06",9,7,0,0,0.234650835806905,0,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",57.7893924661147,39.2258838903299,2.9847236435554,7
"1036",1036,"ATQASUK:AG:AGCG07",9,2,1,0,0.0289855072463769,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",0,99.2753623188406,0.72463768115942,2
"1037",1037,"ATQASUK:AG:AGCG10",9,7,3,0,0.280753968253968,3,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",12.3015873015873,87.6984126984127,0,4
"1038",1038,"ATQASUK:AG:AGCG11",9,9,0,0.222222222222222,0.233603537214444,0,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",52.0738786451071,46.8357962278399,1.09032512705306,8
"1039",1039,"ATQASUK:AG:AGCH02",9,10,0,0.4,0.309169149288315,0,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",45.9151436305748,52.4150401941962,1.66981617522903,9
"1040",1040,"ATQASUK:AG:AGCH03",9,8,-2,0,0.246376811594203,2,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",37.8651474764537,52.0889513940682,10.0459011294781,7
"1041",1041,"ATQASUK:AG:AGCH04",9,9,1,0.5,0.206061994197588,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",48.2251259767977,46.5370823204859,5.23779170271643,6
"1042",1042,"ATQASUK:AG:AGCH10",9,1,0,0,0,0,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",0,100,0,1
"1043",1043,"ATQASUK:AG:AGCH11",9,9,1,0.25,0.285623611551888,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",66.2646580326604,26.1324566349684,7.60288533237113,6
"1044",1044,"ATQASUK:AG:AGCI03",9,9,-3,0.333333333333333,0.268817204301075,3,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",72.6373504274241,10.3162245887423,17.0464249838335,6
"1045",1045,"ATQASUK:AG:AGCI04",9,10,-1,0.222222222222222,0.186213181987655,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",82.9869561672366,10.5384291512002,6.47461468156321,10
"1046",1046,"ATQASUK:AG:AGCI06",9,7,0,0.571428571428571,0.277562111801242,0,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",23.6551784744547,73.5737070827667,2.77111444277861,6
"1047",1047,"ATQASUK:AG:AGCI11",9,8,4,0,0.229249011857707,4,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",82.7666622046672,16.9303074923025,0.303030303030303,6
"1048",1048,"ATQASUK:AG:AGCJ02",9,7,0,0,0.352569782897652,0,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",42.0334576268174,52.8439859358309,5.12255643735172,7
"1049",1049,"ATQASUK:AG:AGCJ03",9,10,-1,0.222222222222222,0.32890365448505,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",40.8058316351952,44.4780483044951,14.7161200603097,8
"1050",1050,"ATQASUK:AG:AGCJ04",9,10,-1,0.222222222222222,0.166666666666667,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",56.4918757986646,43.5081242013354,0,7
"1051",1051,"ATQASUK:AG:AGCJ05",9,7,0,0.285714285714286,0.35251572327044,0,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",53.5543168870921,42.1799879316115,4.26569518129633,5
"1052",1052,"ATQASUK:AG:AGCJ09",9,1,0,0,0,0,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",0,98.780487804878,1.21951219512195,1
"1053",1053,"ATQASUK:AG:AGCJ10",9,6,-1,0.4,0.282978723404255,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",21.9633545573674,78.0366454426326,0,4
"1054",1054,"ATQASUK:AG:AGCJ11",9,9,-1,0.25,0.264681295715779,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",73.7924863733951,22.9404255620151,3.26708806458978,8
"1055",1055,"ATQASUK:AG:AGCH06",7,2,1,0,0.0933333333333334,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",0,100,0,2
"1056",1056,"ATQASUK:AG:AGCI05",7,9,1,0.25,0.550584212026218,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",48.5609133935706,49.3452201342207,2.09386647220872,8
"1057",1057,"ATQASUK:AG:AGCB06",6,3,1,0,0.0378787878787877,1,"ATQASUK:AG","MOIST",70.451449,-157.403942,0.75,"North America-West",0,100,0,3
"1058",1058,"BARROW:BG:BGCF11",9,11,-2,0.222222222222222,0.363404255319149,2,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",11.8468256100838,68.8243093045411,19.3288650853751,10
"1059",1059,"BARROW:BG:BGCH11",6,12,-3,0.444444444444444,0.553782505910165,3,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,65.1152482269504,34.8847517730496,8
"1060",1060,"BARROW:BG:BGCJ11",9,11,-2,0.444444444444444,0.5,2,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,83.3454316686024,16.6545683313976,8
"1061",1061,"BARROW:BG:BGCC10",9,7,0,0.571428571428571,0.202941176470588,0,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,90.4991400068799,9.50085999312005,6
"1062",1062,"BARROW:BG:BGCF10",9,11,-2,0.222222222222222,0.249671361502347,2,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",3.72300469483568,86.5680751173709,9.70892018779343,9
"1063",1063,"BARROW:BG:BGCG10",9,12,-3,0.222222222222222,0.456856426781239,3,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0.255102040816327,86.4454154867689,13.2994824724148,9
"1064",1064,"BARROW:BG:BGCB09",9,11,0,0.363636363636364,0.384812030075188,0,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,79.3328591749644,20.6671408250356,9
"1065",1065,"BARROW:BG:BGCE09",9,12,-5,0.285714285714286,0.557932263814617,5,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,89.576012223071,10.423987776929,9
"1066",1066,"BARROW:BG:BGCF09",9,8,0,0.25,0.430194805194805,0,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",57.3210954387124,42.3948136521967,0.284090909090909,8
"1067",1067,"BARROW:BG:BGCE08",9,6,0,0.333333333333333,0.209979679385866,0,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",49.0872173346238,45.5726660011963,5.34011666417995,6
"1068",1068,"BARROW:BG:BGCF08",9,15,-3,0.333333333333333,0.401883239171375,3,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",18.7431176762921,73.2428659238334,8.01401639987445,11
"1069",1069,"BARROW:BG:BGCG08",9,7,3,0,0.278014184397163,3,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,86.4437689969605,13.5562310030395,6
"1070",1070,"BARROW:BG:BGCC07",9,4,-1,0.666666666666667,0.157894736842105,1,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,92.890704154002,7.10929584599797,4
"1071",1071,"BARROW:BG:BGCE07",9,7,3,0,0.27906162464986,3,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",56.0180132122125,38.6117205105588,5.37026627722864,6
"1072",1072,"BARROW:BG:BGCF07",7,11,1,0.4,0.447154471544715,1,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,88.639101490213,11.360898509787,11
"1073",1073,"BARROW:BG:BGCK07",9,7,0,0.285714285714286,0.417014178482068,0,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,60.6190953536117,39.3809046463883,8
"1074",1074,"BARROW:BG:BGCB06",9,9,-5,0,0.396731805929919,5,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,83.3215919300825,16.6784080699175,8
"1075",1075,"BARROW:BG:BGCE06",9,12,0,0.5,0.256666666666667,0,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",38.3167111434244,56.2192653846953,5.4640234718803,8
"1076",1076,"BARROW:BG:BGCF06",8,10,-3,0.285714285714286,0.310652920962199,3,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,97.7335682809224,2.26643171907763,7
"1077",1077,"BARROW:BG:BGCB05",9,10,0,0.4,0.304263565891473,0,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,76.3555609297061,23.6444390702939,10
"1078",1078,"BARROW:BG:BGCE05",9,11,-1,0.2,0.4736680955297,1,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",5.88548707046306,47.6909458313961,46.4235670981409,9
"1079",1079,"BARROW:BG:BGCF05",9,13,0,0.461538461538462,0.505760368663595,0,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0.203150219847498,36.2351055571543,63.5617442229982,10
"1080",1080,"BARROW:BG:BGCG05",8,3,1,0,0.0902255639097745,1,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,100,0,3
"1081",1081,"BARROW:BG:BGCH05",9,10,-1,0.666666666666667,0.641857506361323,1,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",51.8972314118034,46.1933512933563,1.90941729484029,8
"1082",1082,"BARROW:BG:BGCI05",9,3,0,0,0.111694152923538,0,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,100,0,3
"1083",1083,"BARROW:BG:BGCK05",9,12,-1,0.363636363636364,0.17760989010989,1,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,79.8686660561661,20.1313339438339,9
"1084",1084,"BARROW:BG:BGCC04",9,4,-2,0,0.174748923959828,2,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,99.390243902439,0.609756097560976,4
"1085",1085,"BARROW:BG:BGCD04",9,9,-2,0.285714285714286,0.226842105263158,2,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",50.9925969647267,34.2394744590503,14.767928576223,7
"1086",1086,"BARROW:BG:BGCE04",9,12,-2,0.4,0.42252984505969,2,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",31.4852057447277,64.9010934587728,3.6137007964995,10
"1087",1087,"BARROW:BG:BGCF04",7,11,-7,0.5,0.48780487804878,7,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",13.552873910346,79.470770865457,6.97635522419698,8
"1088",1088,"BARROW:BG:BGCG04",9,6,-2,0,0.195936139332366,2,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,98.9334739334739,1.06652606652607,5
"1089",1089,"BARROW:BG:BGCC03",9,17,-6,0.181818181818182,0.459842289719626,6,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",9.64328128830035,76.3223393187971,14.0343793929026,13
"1090",1090,"BARROW:BG:BGCD03",9,10,1,0.444444444444444,0.0727891156462584,1,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",52.6250533763097,39.4157511133894,7.95919551030087,7
"1091",1091,"BARROW:BG:BGCH03",9,3,1,0,0.27536231884058,1,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,100,0,3
"1092",1092,"BARROW:BG:BGCK03",9,8,-1,0.285714285714286,0.230555555555556,1,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,94.1081154684096,5.89188453159041,6
"1093",1093,"BARROW:BG:BGCB02",9,11,1,0.6,0.378443526170799,1,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,95.4410098122772,4.55899018772277,8
"1094",1094,"BARROW:BG:BGCD02",9,8,0,0.25,0.293808049535604,0,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",28.3419631476578,58.8920829275908,12.7659539247515,7
"1095",1095,"BARROW:BG:BGCD05",5,13,0,0.461538461538462,0.342686002522068,0,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,85.6434456545771,14.3565543454229,12
"1096",1096,"BARROW:BG:BGCE02",7,7,2,0.4,0.431724137931034,2,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,100,0,5
"1097",1097,"BARROW:BG:BGCF02",7,10,-2,0.25,0.145049148885159,2,"BARROW:BG","MOIST",71.310312,-156.592799,0.75,"North America-West",0,91.1331591767333,8.86684082326668,8
